point, mean, stddev, min, max
0, 48193.5, 42493.9, 1140, 269948
1, 44670.6, 40018.3, 1082, 270142
2, 47631.6, 42241.5, 1019, 269694
3, 47489.3, 42304.1, 1089, 269875
4, 47365.7, 42189, 1008, 270088
5, 36035.6, 34577.4, 932, 259754
6, 47644.9, 42272.9, 1170, 269924
7, 44419.3, 39920.3, 1038, 269531
8, 48092.1, 42421.7, 1256, 270367
9, 47831.4, 42361.6, 1220, 270144
10, 48060.1, 42417.9, 1031, 270453
11, 48135, 42494.6, 1280, 270085
12, 47705.9, 42319.5, 966, 270062
13, 48159.6, 42471.8, 1251, 269989
14, 47920.6, 42401.8, 1088, 270163
15, 47737.6, 42275.2, 1153, 269907
16, 48122.7, 42454.9, 1148, 270499
17, 47858.6, 42340.8, 1256, 269997
18, 47838.6, 42379, 1084, 269833
19, 47530.8, 42144.1, 948, 269814
20, 47764.6, 42296.6, 1008, 270247
21, 47525.6, 42158.3, 1223, 269963
22, 47087.8, 42080.9, 891, 269720
23, 47613.7, 42242.6, 1150, 269848
24, 47688.5, 42280.3, 915, 270105
25, 47624.4, 42236.7, 1081, 269708
26, 47641.5, 42294.9, 1354, 270139
27, 48054.5, 42454.3, 1308, 269702
28, 47809.1, 42323.6, 1165, 269845
29, 47484.6, 42279.3, 1027, 270112
30, 47418.3, 42207.8, 1091, 270584
31, 47981.9, 42383.7, 1177, 269796
32, 47723.9, 42331.6, 1251, 269926
33, 48200.2, 42514.3, 1163, 270185
34, 47577.2, 42264.4, 946, 269696
35, 47689, 42379.8, 990, 270223
36, 48121.1, 42459, 1247, 270288
37, 43225.8, 38984.2, 1158, 269781
38, 47768.7, 42379.8, 1076, 269792
39, 47895.2, 42452.3, 1238, 270141
40, 48159.3, 42436.7, 1282, 270430
41, 47681.2, 42318, 1274, 269895
42, 47854.2, 42331.7, 1176, 270320
43, 47843.5, 42343.5, 1047, 270048
44, 47688.9, 42304.7, 1183, 269796
45, 48128.8, 42475.1, 1289, 270246
46, 47771.5, 42367.4, 1084, 269980
47, 48230, 42441.4, 1102, 270260
48, 44373.6, 39585.4, 1071, 270098
49, 47594.1, 42234.1, 1431, 269978
50, 47995.7, 42476.6, 1236, 270461
51, 47867.6, 42390.2, 1193, 270249
52, 48243.4, 42492.1, 1344, 270538
53, 48329.2, 42520.5, 1112, 270331
54, 48306.1, 42475.4, 1379, 270417
55, 47058.9, 42000.8, 936, 269179
56, 47704.8, 42288.6, 1118, 270180
57, 47504.4, 42295.3, 899, 269951
58, 47786.6, 42349.2, 1357, 270161
59, 48230.1, 42524.6, 1477, 270182
60, 47897, 42312.3, 1159, 269922
61, 48088.6, 42414.4, 1093, 270133
62, 47999.4, 42369, 1280, 270296
63, 48214.4, 42498.7, 1373, 270479
64, 47609.8, 42357.3, 1073, 269893
65, 47320.3, 42132.1, 1128, 269226
66, 42079.6, 38431.3, 997, 269731
67, 47891.1, 42324.2, 1322, 269805
68, 47547.2, 42272.5, 1003, 269584
69, 48315.5, 42528.8, 1207, 270425
70, 47745, 42368.7, 1003, 270266
71, 46480, 41697, 847, 269132
72, 48082.8, 42470.8, 1299, 270189
73, 47814.4, 42333.5, 1227, 270050
74, 47657, 42291.3, 1102, 269608
75, 48077.6, 42443.7, 1087, 270166
76, 48209.2, 42436.2, 1265, 270244
77, 48143.6, 42464.4, 1164, 270298
78, 48164.7, 42469, 1162, 270363
79, 48419.2, 42593.3, 1229, 270353
80, 47897.3, 42369.5, 1205, 269982
81, 48116.4, 42502.3, 1316, 270230
82, 45689.9, 40317.5, 1023, 270086
83, 48069.1, 42438.4, 1156, 270157
84, 48119.4, 42452.6, 1271, 270313
85, 47560.4, 42314, 1151, 269786
86, 48197.1, 42513.2, 1201, 269980
87, 47613.8, 42275.3, 1213, 270054
88, 48249.2, 42538.3, 1262, 270584
89, 48346.3, 42477.4, 1351, 270228
90, 48418.1, 42518, 1331, 270402
91, 47454.2, 42235.2, 1109, 270086
92, 47054.9, 41978.9, 1188, 269848
93, 48257.3, 42468.2, 1184, 270201
94, 47469.4, 42163.9, 872, 269997
95, 47106.8, 42138.3, 1007, 270018
96, 48464, 42567.6, 1280, 270559
97, 47630.3, 42362.9, 1218, 270076
98, 47812.3, 42418.3, 1257, 270114
99, 47592.2, 42184.4, 961, 269695
100, 48117.2, 42443.9, 1156, 270465
101, 46852.7, 42028.5, 886, 269358
102, 47604.4, 42267.1, 1126, 269763
103, 47984.3, 42417.2, 1125, 270168
104, 47134.4, 42152.8, 1141, 269829
105, 48081.6, 42408.3, 1253, 270127
106, 48129.5, 42410.6, 1382, 270209
107, 48436.1, 42514.4, 1328, 270221
108, 48211.6, 42478.4, 1303, 270246
109, 47879.6, 42414.9, 1097, 270138
110, 48110.2, 42371.2, 1247, 270278
111, 47660.5, 42320.7, 1014, 270003
112, 47811.6, 42338.5, 1084, 269986
113, 48246.3, 42492.7, 1261, 270601
114, 47603, 42301.7, 1302, 270202
115, 47883.8, 42261, 1305, 270102
116, 47976.4, 42399.7, 1264, 269993
117, 47823.2, 42471.1, 1208, 270087
118, 48146.8, 42481.2, 1161, 270118
119, 47811.9, 42338.8, 1001, 270018
120, 47616.8, 42237.8, 860, 269647
121, 47972, 42349.5, 1115, 270263
122, 48075.8, 42436.1, 1431, 270160
123, 44912.3, 40119.7, 974, 270215
124, 47760.1, 42382.1, 1210, 270263
125, 43837.6, 39230.1, 964, 269778
126, 48499.1, 42537.9, 1176, 270413
127, 48004.4, 42383.1, 1159, 269995
128, 47955.9, 42396.2, 931, 270372
129, 47612, 42290.9, 888, 270033
130, 48324.8, 42490.9, 1332, 270033
131, 48175.1, 42480.4, 1282, 270314
132, 48082, 42411.7, 1191, 270281
133, 48153.9, 42427.4, 1258, 270338
134, 48073.1, 42403.2, 1353, 269817
135, 43332.7, 39054.3, 917, 269413
136, 47916.3, 42477.5, 1158, 270006
137, 47349.4, 42122.7, 950, 269969
138, 47697.3, 42323.4, 1228, 270219
139, 47336.8, 42136.7, 869, 269336
140, 48040.9, 42431.7, 1144, 270033
141, 48077.7, 42467.3, 1401, 270137
142, 47618.3, 42152.2, 996, 269941
143, 47966.4, 42422.2, 1197, 269937
