point, mean, stddev, min, max
0, 1003.64, 651.992, 177, 3493
1, 875.11, 576.582, 115, 2816
2, 846.23, 530.528, 132, 2587
3, 837.68, 502.126, 208, 2464
4, 842.22, 523.819, 89, 2411
5, 776.99, 444.034, 142, 2013
6, 829.5, 479.723, 110, 2274
7, 858.32, 563.672, 124, 3857
8, 803.91, 497.965, 117, 2621
9, 876.06, 527.648, 132, 2572
10, 850.2, 494.025, 130, 2484
11, 806.18, 480.785, 113, 2378
12, 814.47, 515.666, 129, 2447
13, 816.38, 529.226, 53, 2733
14, 806.69, 514.882, 169, 2388
15, 866.24, 528.621, 132, 2761
16, 807, 465.745, 104, 2289
17, 810.57, 499.05, 125, 2469
18, 806.8, 476.856, 149, 2381
19, 804.9, 478.37, 88, 2388
20, 819.51, 495.386, 141, 2638
21, 829.68, 523.148, 83, 2353
22, 845.65, 552.416, 149, 2664
23, 842.36, 502.452, 152, 2275
24, 802.17, 459.595, 129, 2289
25, 785.76, 487.22, 96, 2718
26, 833.65, 516.958, 107, 2553
27, 827.81, 549.258, 133, 2906
28, 831.79, 467.483, 126, 2017
29, 802.33, 496.669, 65, 2417
30, 820.19, 518.52, 110, 2619
31, 806.31, 480.042, 94, 2377
32, 851.31, 489.636, 93, 2167
33, 785.54, 466.45, 189, 2062
34, 845.43, 540.792, 103, 2778
35, 823.4, 533.75, 154, 2541
36, 811, 485.263, 114, 2341
37, 798.28, 502.999, 180, 2466
38, 835.56, 564.661, 110, 2893
39, 844.09, 545.427, 111, 3427
40, 816.04, 510.631, 95, 2473
41, 813.57, 481.141, 122, 2262
42, 840.01, 542.822, 84, 2550
43, 834.2, 495.804, 139, 2552
44, 812.77, 519.642, 170, 2469
45, 829.23, 536.952, 126, 2860
46, 852.05, 524.129, 143, 2630
47, 806.07, 477.625, 127, 2184
48, 831.2, 507.447, 97, 2349
49, 840.26, 503.275, 183, 2711
50, 807.71, 489.418, 137, 2349
51, 837.68, 536.205, 118, 2698
52, 800.05, 510.009, 109, 2734
53, 850.72, 515.972, 89, 2466
54, 814.28, 510.024, 70, 2283
55, 789.8, 448.254, 63, 2385
56, 823.4, 519.854, 136, 2576
57, 814.4, 504.278, 115, 2439
58, 842.22, 490.012, 158, 2435
59, 807.21, 511.374, 72, 2617
60, 834.62, 540.79, 122, 2623
61, 850.73, 514.656, 162, 2387
62, 840.78, 486.192, 119, 2269
63, 854.69, 519.98, 119, 2460
64, 846.84, 510.222, 135, 2678
65, 832.04, 503.495, 87, 2515
66, 848.57, 544.796, 213, 2954
67, 828.61, 509.437, 145, 2701
68, 842.3, 536.476, 139, 2204
69, 851.35, 507.04, 110, 2490
70, 810.21, 468.378, 121, 2069
71, 841.47, 536.196, 86, 2638
72, 840.51, 512.63, 144, 2277
73, 808.68, 479.017, 87, 2293
74, 883.03, 530.24, 63, 2571
75, 850.13, 527.385, 134, 2623
76, 848.96, 523.434, 108, 2377
77, 814.56, 519.967, 138, 2501
78, 830.45, 498.883, 159, 2376
79, 839.44, 482.356, 170, 2311
80, 815.13, 480.955, 119, 2334
81, 831.02, 506.559, 115, 2336
82, 818.84, 455.908, 133, 2097
83, 852.04, 521.641, 127, 2452
84, 833.96, 523.43, 197, 2444
85, 821.45, 482.093, 93, 2374
86, 850.01, 541.071, 58, 2762
87, 846.92, 519.973, 187, 2574
88, 833.76, 527.241, 154, 2703
89, 858.28, 539.868, 147, 2659
90, 839.68, 520.636, 88, 2641
91, 849.49, 510.68, 193, 2453
92, 853.72, 545.049, 46, 2943
93, 836.12, 521.372, 126, 2700
94, 835.36, 511.487, 181, 2363
95, 840.31, 536.304, 177, 2681
96, 857.86, 536.133, 8, 2659
97, 855.2, 524.129, 119, 2839
98, 841.43, 527.686, 141, 2425
99, 879.37, 545.072, 163, 2671
100, 847.03, 540.282, 162, 2755
101, 861.99, 540.337, 137, 2603
102, 869.37, 536.601, 147, 2647
103, 828.87, 514.369, 95, 2385
104, 849.27, 559.967, 114, 3090
105, 843.34, 544.031, 152, 3012
106, 865.83, 571.004, 150, 3290
107, 877.7, 564.991, 122, 3371
108, 845.43, 492.733, 164, 2380
109, 864.43, 516.787, 191, 2878
110, 832.82, 485.64, 82, 2428
111, 835.33, 533.999, 198, 2793
112, 838.41, 507.229, 111, 2654
113, 852.04, 521.782, 141, 2531
114, 818.58, 488.187, 77, 2652
115, 826.97, 502.964, 95, 2479
116, 849.78, 499.325, 72, 2454
117, 853.41, 524.847, 120, 2272
118, 866.14, 528.645, 205, 2612
119, 839.03, 487.798, 100, 2473
120, 826.92, 508.443, 174, 2586
121, 833.65, 496.616, 144, 2223
122, 826.45, 506.978, 148, 2415
123, 836.3, 499.714, 104, 2427
124, 890.34, 546.304, 110, 2405
125, 873.29, 559.914, 119, 2829
126, 839.27, 504.417, 102, 2430
127, 835.16, 527.133, 137, 2605
128, 848.34, 526.198, 107, 2603
129, 823.15, 489.742, 165, 2241
130, 827.02, 488.148, 96, 2602
131, 843.28, 503.203, 70, 2395
132, 859.11, 560.157, 122, 3204
133, 834.29, 537.039, 62, 2406
134, 846.17, 492.8, 158, 2571
135, 834.88, 552.203, 147, 2880
136, 859.56, 569.56, 63, 3288
137, 854.17, 511.327, 108, 2432
138, 815.91, 492.017, 135, 2151
139, 840.28, 511.216, 118, 2466
140, 838.17, 504.754, 181, 2306
141, 842.54, 536.391, 158, 2677
142, 850.14, 540.999, 149, 2949
143, 855.12, 551.187, 149, 3006
144, 846.69, 507.365, 120, 2440
145, 822.51, 500.567, 133, 2418
146, 828.69, 489.281, 77, 2307
147, 876.5, 554.641, 104, 2505
148, 870.9, 528.147, 107, 2554
149, 859.39, 537.174, 68, 2760
150, 811.16, 488.705, 126, 2462
151, 839.42, 526.331, 179, 2578
152, 825.89, 527.687, 165, 2597
153, 851.21, 524.104, 173, 2316
154, 914.07, 593.393, 158, 3002
155, 827.95, 497.37, 206, 2523
156, 834.28, 541.381, 62, 2792
157, 850.95, 536.125, 135, 2595
158, 860.98, 537.957, 131, 2589
159, 828.31, 485.159, 120, 2312
160, 851.15, 515.503, 127, 2684
161, 841.05, 527.841, 129, 2417
162, 812.14, 475.582, 142, 2522
163, 844.06, 539.493, 72, 2835
164, 824.13, 508.934, 183, 2528
165, 817.08, 482.653, 76, 2353
166, 880.24, 544.478, 130, 2605
167, 853.8, 498.137, 103, 2283
168, 840.85, 522.386, 131, 2703
169, 832.12, 495.418, 193, 2558
170, 832.33, 504.43, 110, 2184
171, 870.26, 513, 146, 2661
172, 889.6, 568.381, 84, 3120
173, 832.42, 500.582, 105, 2394
174, 841.76, 496.489, 130, 2135
175, 849.22, 552.5, 113, 2754
176, 867.62, 540.155, 185, 2624
177, 875.34, 589.201, 130, 3326
178, 850.99, 525.629, 110, 2989
179, 828.72, 534.678, 122, 2680
180, 846.84, 497.199, 192, 2534
181, 847.65, 546.299, 116, 2734
182, 860.97, 562.853, 116, 2858
183, 856.55, 554.772, 113, 2682
184, 855.41, 525.053, 109, 2571
185, 879.38, 535.807, 179, 2406
186, 850.56, 507.149, 113, 2384
187, 845.07, 531.195, 88, 2403
188, 855.39, 557.46, 116, 2824
189, 842.32, 533.425, 100, 2901
190, 833.7, 503.606, 105, 2146
191, 814.79, 497.148, 111, 2416
192, 834.07, 512.795, 137, 2742
193, 881.71, 555.713, 126, 2837
194, 847.73, 520.765, 132, 2922
195, 863.92, 490.812, 56, 2261
196, 814.77, 532.009, 55, 3193
197, 838.65, 495.001, 137, 2292
198, 832.7, 496.534, 52, 2655
199, 804.82, 497.39, 140, 2189
200, 851.56, 569.154, 65, 2798
201, 843.06, 513.868, 179, 2481
202, 834.73, 530.389, 133, 2648
203, 854.36, 521.445, 111, 2515
204, 835.37, 485.809, 120, 2603
205, 845.38, 572.024, 151, 3003
206, 847.09, 555.592, 171, 2506
207, 829.58, 489.185, 121, 2244
208, 859.08, 539.193, 114, 2863
209, 833.69, 485.857, 131, 2354
210, 849.89, 483.674, 78, 2374
211, 865.1, 553.79, 153, 3358
212, 871.33, 536.039, 196, 2938
213, 851.65, 525.189, 218, 2384
214, 874.41, 532.414, 197, 2336
215, 870.48, 562.124, 156, 2887
216, 845.45, 548.113, 127, 2696
