point, mean, stddev, min, max
0, 1.23, 0.676092, 1, 5
1, 1.31, 0.796178, 1, 5
2, 1.19, 0.577841, 1, 4
3, 1.17, 0.548726, 1, 4
4, 1.33, 0.707884, 1, 4
5, 1.14, 0.4005, 1, 3
6, 1.29, 0.791138, 1, 6
7, 1.29, 0.863655, 1, 6
8, 1.14, 0.469468, 1, 4
9, 1.13, 0.439431, 1, 3
10, 1.16, 0.440908, 1, 3
11, 1.11, 0.397366, 1, 3
12, 1.15, 0.53619, 1, 5
13, 1.22, 0.575848, 1, 5
14, 1.07, 0.353695, 1, 4
15, 1.15, 0.497493, 1, 4
16, 1.24, 0.665131, 1, 4
17, 1.14, 0.632772, 1, 6
18, 1.12, 0.495581, 1, 5
19, 1.09, 0.471063, 1, 4
20, 1.18, 0.554617, 1, 4
21, 1.14, 0.510294, 1, 4
22, 1.18, 0.71246, 1, 5
23, 1.36, 1.12712, 1, 10
24, 1.12, 0.430813, 1, 4
25, 1.12, 0.430813, 1, 4
26, 1.19, 0.611474, 1, 5
27, 1.12, 0.570614, 1, 5
28, 1.19, 0.542126, 1, 4
29, 1.14, 0.490306, 1, 4
30, 1.14, 0.469468, 1, 4
31, 1.12, 0.667533, 1, 7
32, 1.04, 0.195959, 1, 2
33, 1.17, 0.679044, 1, 5
34, 1.13, 0.52259, 1, 4
35, 1.16, 0.504381, 1, 4
36, 1.21, 0.72519, 1, 5
37, 1.46, 1.12623, 1, 10
38, 1.19, 0.542126, 1, 4
39, 1.21, 0.711267, 1, 6
40, 1.4, 0.72111, 1, 4
41, 1.23, 1.09412, 1, 11
42, 1.49, 0.830602, 1, 5
43, 1.09, 0.426497, 1, 4
44, 1.49, 1.00494, 1, 8
45, 1.19, 0.594895, 1, 4
46, 1.06, 0.276405, 1, 3
47, 1.1, 0.574456, 1, 5
48, 1.12, 0.534415, 1, 5
49, 1.18, 0.84119, 1, 8
50, 1.08, 0.305941, 1, 3
51, 1.13, 0.39128, 1, 3
52, 1.15, 0.589491, 1, 6
53, 1.25, 0.792149, 1, 6
54, 1.1, 0.5, 1, 5
55, 1.14, 0.566039, 1, 5
56, 1.21, 0.765442, 1, 6
57, 1.29, 0.851997, 1, 7
58, 1.2, 0.787401, 1, 7
59, 1.09, 0.471063, 1, 4
60, 1.08, 0.305941, 1, 3
61, 1.25, 0.920598, 1, 7
62, 1.25, 0.829156, 1, 6
63, 1.14, 0.510294, 1, 4
64, 1.17, 0.566657, 1, 4
65, 1.09, 0.349142, 1, 3
66, 1.18, 0.669029, 1, 5
67, 1.14, 0.424735, 1, 3
68, 1.11, 0.44486, 1, 4
69, 1.26, 0.743236, 1, 4
70, 1.15, 0.68374, 1, 6
71, 1.16, 0.643739, 1, 5
72, 1.27, 0.785557, 1, 6
73, 1.09, 0.549455, 1, 6
74, 1.13, 0.416053, 1, 3
75, 1.21, 0.588133, 1, 4
76, 1.14, 0.424735, 1, 3
77, 1.08, 0.305941, 1, 3
78, 1.13, 0.522589, 1, 5
79, 1.15, 0.572276, 1, 5
80, 1.13, 0.482804, 1, 4
81, 1.09, 0.349141, 1, 3
82, 1.05, 0.357071, 1, 4
83, 1.18, 0.638435, 1, 4
84, 1.19, 0.627614, 1, 5
85, 1.18, 0.72636, 1, 6
86, 1.1, 0.387299, 1, 3
87, 1.14, 0.632772, 1, 5
88, 1.21, 0.652611, 1, 5
89, 1.13, 0.577148, 1, 5
90, 1.15, 0.753326, 1, 8
91, 1.14, 0.600333, 1, 5
92, 1.12, 0.495581, 1, 5
93, 1.15, 0.476969, 1, 4
94, 1.1, 0.387298, 1, 3
95, 1.12, 0.570614, 1, 6
96, 1.13, 0.50309, 1, 4
97, 1.2, 0.632456, 1, 4
98, 1.14, 0.490306, 1, 4
99, 1.1, 0.479583, 1, 5
100, 1.12, 0.406939, 1, 3
101, 1.16, 0.674092, 1, 6
102, 1.11, 0.48775, 1, 4
103, 1.08, 0.365513, 1, 3
104, 1.16, 0.504381, 1, 4
105, 1.18, 0.6063, 1, 5
