point, mean, stddev, min, max
0, 744.71, 736.509, 1, 3272
1, 724.36, 712.914, 3, 3316
2, 794.24, 760.156, 2, 3536
3, 813.31, 760.501, 1, 3477
4, 770.13, 739.665, 4, 3332
5, 761.54, 748.672, 10, 3478
6, 798.36, 758.672, 8, 3495
7, 752.79, 728.172, 6, 3300
8, 717.82, 715.622, 7, 3264
9, 789.62, 753.672, 2, 3501
10, 720.62, 716.863, 2, 3330
11, 732.59, 723.01, 1, 3376
12, 724.53, 727.378, 2, 3249
13, 730.48, 719.041, 4, 3292
14, 747.95, 726.077, 5, 3337
15, 718.68, 714.079, 2, 3367
16, 731.86, 726.404, 6, 3213
17, 739.39, 727.744, 2, 3335
18, 732.07, 724.67, 5, 3435
19, 732.49, 727.422, 11, 3388
20, 794.43, 755.977, 4, 3496
21, 765.11, 745.942, 6, 3433
22, 744.61, 723.962, 3, 3298
23, 729.23, 717.898, 10, 3408
24, 735.21, 720.567, 1, 3373
25, 789.21, 750.877, 3, 3463
26, 752.79, 742.954, 6, 3484
27, 738.49, 729.893, 1, 3405
28, 747.47, 736.721, 3, 3492
29, 735.81, 725.818, 8, 3383
30, 777.92, 746.757, 7, 3447
31, 734.58, 718, 1, 3309
32, 694.23, 676.414, 1, 3069
33, 678.46, 661.139, 5, 3220
34, 684.82, 685.732, 1, 3426
35, 733.77, 723.572, 3, 3357
36, 733.46, 716.988, 5, 3326
37, 743.07, 728.696, 2, 3265
38, 739.21, 725.798, 1, 3354
39, 743.58, 716.169, 3, 3203
40, 740.63, 726.833, 2, 3352
41, 738.21, 723.043, 1, 3280
42, 744.42, 727.774, 1, 3217
43, 732.88, 718.726, 3, 3371
44, 730.48, 715.37, 2, 3274
45, 740.37, 734.372, 3, 3342
46, 740.26, 719.626, 5, 3261
47, 738.15, 718.64, 2, 3463
48, 740.14, 715.158, 6, 3234
49, 738.83, 729.675, 8, 3261
50, 739.23, 724.289, 9, 3339
51, 745.9, 734.791, 6, 3373
52, 740.51, 719.358, 3, 3139
53, 735.59, 724.829, 4, 3262
54, 744.28, 729.448, 4, 3341
55, 743.72, 727.961, 4, 3329
56, 746.09, 729.117, 3, 3250
57, 739.42, 722.368, 5, 3255
58, 754.07, 739.267, 1, 3467
59, 739.55, 719.234, 4, 3261
60, 741.95, 729.643, 9, 3417
61, 741.33, 730.892, 1, 3285
62, 748.99, 730.985, 5, 3265
63, 751.03, 739.408, 4, 3422
64, 750.64, 735.53, 4, 3416
65, 700.79, 674.017, 3, 3082
66, 705.85, 694.404, 7, 3232
67, 707.02, 713.477, 4, 3274
68, 708.18, 702.113, 1, 3290
69, 699.06, 693.415, 9, 3140
70, 748.95, 742.728, 7, 3421
71, 751.65, 733.879, 8, 3438
72, 745.8, 740.74, 3, 3333
73, 734.89, 724.746, 3, 3354
74, 749, 722.862, 6, 3349
75, 742.18, 730.647, 6, 3333
76, 748.96, 740.922, 9, 3293
77, 741.96, 731.723, 5, 3471
78, 743.34, 726.672, 3, 3455
79, 747.3, 726.915, 6, 3369
80, 749.6, 740.618, 2, 3378
81, 742.56, 724.728, 1, 3455
82, 747.8, 734.149, 3, 3323
83, 748.26, 732.26, 5, 3387
84, 753.39, 738.529, 4, 3446
85, 750.85, 734.618, 2, 3520
86, 741.98, 733.65, 6, 3463
87, 745.14, 737.872, 5, 3421
88, 739.18, 721.082, 4, 3312
89, 744.02, 727.064, 4, 3403
90, 746.64, 728.92, 2, 3400
91, 743.69, 733.799, 2, 3476
92, 755.05, 738.486, 2, 3470
93, 745.55, 733.789, 4, 3417
94, 756.23, 737.289, 4, 3449
95, 745.84, 741.019, 1, 3474
96, 756.72, 739.755, 1, 3449
97, 751.21, 737.03, 5, 3441
98, 757.45, 731.735, 11, 3390
99, 752.92, 738.501, 3, 3337
100, 723.61, 717.247, 5, 3310
101, 719.89, 713.845, 4, 3406
102, 709.16, 703.69, 4, 3327
103, 715.24, 706.426, 7, 3400
104, 703.38, 708.01, 2, 3456
105, 1640.81, 1526.68, 1, 7077
106, 1636.08, 1521.14, 5, 6998
107, 1629.53, 1525.07, 6, 7049
108, 1622.74, 1527.95, 14, 7056
109, 1624.65, 1528.55, 6, 7036
110, 1634.2, 1526.38, 11, 7060
111, 1631.66, 1527.71, 12, 7023
112, 1633.08, 1525.51, 11, 7062
113, 1628.46, 1529.57, 3, 7062
114, 1632.07, 1529.81, 13, 7069
115, 1638.51, 1525.62, 10, 7040
116, 1639.14, 1523.24, 10, 7053
117, 1641.84, 1527.45, 12, 7072
118, 1633.81, 1526.3, 14, 7067
119, 1635.1, 1528.81, 14, 7071
120, 823.59, 765.444, 4, 3581
121, 822.71, 761.726, 13, 3524
122, 837.11, 764.916, 4, 3535
123, 834.95, 760.986, 5, 3476
124, 829.53, 763.918, 1, 3542
125, 830.61, 763.199, 5, 3530
126, 835.19, 766.072, 9, 3537
127, 825.95, 761.756, 2, 3495
128, 822.09, 759.972, 5, 3540
129, 837.38, 763.909, 1, 3542
130, 822.73, 763.012, 1, 3532
131, 824.29, 760.536, 7, 3529
132, 822.84, 763.652, 9, 3508
133, 822.02, 762.452, 3, 3506
134, 824.16, 761.576, 9, 3472
135, 821.85, 760.511, 4, 3528
136, 827.04, 765.436, 7, 3550
137, 823.74, 764.261, 4, 3533
138, 823.47, 764.142, 4, 3527
139, 824.68, 760.505, 7, 3549
140, 838.99, 767.503, 6, 3567
141, 829.56, 762.719, 4, 3548
142, 824.12, 764.617, 6, 3523
143, 822.85, 763.372, 6, 3501
144, 824.79, 763.39, 3, 3505
145, 836.17, 766.276, 7, 3535
146, 829.19, 765.35, 6, 3547
147, 823.32, 761.6, 5, 3525
148, 823.58, 761.128, 10, 3518
149, 823.37, 762.711, 3, 3512
150, 1038.32, 1179.21, 7, 7139
151, 1014.68, 1181.44, 4, 7145
152, 1018.59, 1184.64, 7, 7137
153, 1022.36, 1181.88, 9, 7145
154, 1030.27, 1186.83, 4, 7145
155, 824.29, 762.88, 7, 3530
156, 825.07, 764.404, 4, 3501
