point, mean, stddev, min, max
0, 42386.6, 144349, 1, 707909
1, 42263.3, 144129, 1, 707307
2, 42440.1, 144455, 2, 708227
3, 42251.8, 144080, 1, 706807
4, 42538.5, 144626, 1, 708674
5, 42269.9, 144128, 1, 707190
6, 42571.4, 144684, 1, 709058
7, 42314.2, 144198, 1, 707241
8, 42509.4, 144558, 1, 708477
9, 42231.2, 144052, 1, 706745
10, 42394.9, 144359, 1, 707675
11, 42395, 144355, 1, 707809
12, 42338.6, 144265, 1, 707536
13, 42538, 144626, 1, 708840
14, 42370, 144309, 1, 707710
15, 42423.2, 144398, 1, 708034
16, 42425.1, 144420, 1, 708220
17, 42427, 144411, 1, 708102
18, 42371.1, 144302, 1, 707651
19, 42398.3, 144361, 1, 707775
20, 42508.9, 144560, 1, 708498
21, 42401.7, 144356, 1, 708030
22, 42357.8, 144252, 1, 707583
23, 42441.3, 144424, 1, 708054
24, 42468.1, 144467, 1, 708076
25, 42341.7, 144232, 1, 707297
26, 42464.4, 144460, 1, 708012
27, 42446.8, 144445, 1, 708220
28, 42418.6, 144397, 1, 707986
29, 42311.2, 144210, 1, 707536
30, 42460.5, 144489, 1, 708394
31, 42497, 144541, 1, 708408
32, 42254.2, 144081, 1, 706838
33, 42555.3, 144647, 1, 708985
34, 42370, 144295, 1, 707607
35, 42596.9, 144726, 3, 709280
36, 42458.5, 144483, 1, 708089
37, 42489.1, 144534, 1, 708589
38, 42412.6, 144367, 1, 707783
39, 42452, 144449, 1, 708078
40, 42435.6, 144426, 1, 708138
41, 42504.8, 144537, 1, 708606
42, 42454.4, 144452, 1, 708169
43, 42224.6, 144023, 1, 706729
44, 42354.7, 144268, 1, 707462
45, 42505.2, 144518, 1, 708514
46, 42585.3, 144695, 1, 709014
47, 42567.5, 144649, 1, 708915
48, 42385.1, 144331, 1, 707744
49, 42361.2, 144266, 1, 707535
50, 42464.4, 144463, 1, 708302
51, 42357.7, 144276, 1, 707384
52, 42260.4, 144096, 1, 706673
53, 42226.1, 144014, 2, 706815
54, 42441.3, 144442, 1, 708246
55, 42426.5, 144395, 1, 708146
56, 42566.3, 144674, 1, 708849
57, 42472.5, 144488, 1, 708158
58, 42333.4, 144232, 1, 707447
59, 42451.6, 144473, 1, 708172
60, 42463.1, 144464, 1, 708082
61, 42437, 144434, 1, 708249
62, 42413.5, 144376, 1, 707946
