point, mean, stddev, min, max
0, 682.52, 605.432, 52, 2378
1, 684.22, 603.209, 53, 2395
2, 697.72, 604.359, 55, 2378
3, 670.74, 599.349, 49, 2384
4, 696.71, 606.861, 60, 2416
5, 683.97, 604.693, 66, 2388
6, 698.46, 605.748, 60, 2380
7, 664.72, 600.352, 54, 2377
8, 698.5, 607.375, 53, 2386
9, 703.55, 605.77, 62, 2390
10, 674.9, 601.4, 49, 2339
11, 685.42, 602.79, 50, 2384
12, 686.84, 605.745, 55, 2394
13, 694.09, 606.027, 53, 2402
14, 691.07, 604.634, 52, 2394
15, 688.98, 603.063, 55, 2352
16, 709.4, 609.673, 64, 2395
17, 690.45, 603.302, 43, 2388
18, 681, 607.076, 50, 2355
19, 683.69, 604.852, 53, 2387
20, 694.87, 608.071, 46, 2399
21, 704.11, 607.618, 73, 2411
22, 683.29, 601.308, 47, 2369
23, 687.36, 607.576, 38, 2372
24, 702.84, 610.162, 72, 2432
25, 692.47, 605.486, 56, 2393
26, 697.13, 607.888, 63, 2410
27, 678.25, 602.167, 50, 2373
28, 699.45, 605.335, 59, 2369
29, 687.24, 601.492, 52, 2358
30, 697.43, 605.936, 66, 2412
31, 699.24, 604.522, 63, 2395
32, 686.28, 603.107, 55, 2386
33, 687.52, 602.861, 59, 2378
34, 696.91, 607.441, 62, 2398
35, 696.95, 604.587, 47, 2387
36, 685.3, 603.603, 50, 2370
37, 690.44, 606.401, 47, 2395
38, 692.58, 605.89, 53, 2371
39, 695.89, 608.87, 51, 2387
40, 694.35, 604.346, 59, 2384
41, 679.85, 603.685, 53, 2387
42, 703.64, 608.84, 55, 2409
43, 687.25, 602.753, 53, 2380
44, 679.47, 602.587, 58, 2368
45, 676.71, 602.45, 53, 2382
46, 708.49, 608.865, 58, 2413
47, 679.95, 604.077, 62, 2360
48, 709.36, 609.435, 67, 2407
49, 697.46, 605.275, 52, 2377
50, 706.24, 607.87, 47, 2391
51, 687.76, 604.724, 55, 2355
52, 696.71, 604.274, 62, 2373
53, 697.14, 608.325, 47, 2378
54, 695.73, 605.143, 58, 2387
55, 675.08, 603.377, 47, 2359
56, 702.88, 609.52, 55, 2450
57, 697.96, 606.129, 53, 2403
58, 689.13, 606.339, 50, 2384
59, 695.42, 606.73, 56, 2379
60, 700.84, 606.656, 62, 2383
61, 679.5, 600.144, 60, 2299
62, 694.98, 605.253, 47, 2388
63, 692.73, 604.097, 61, 2374
64, 677.99, 603.468, 49, 2382
65, 690.92, 605.354, 31, 2374
66, 683.43, 605.813, 35, 2374
67, 694.85, 605.642, 57, 2390
68, 676.2, 602.872, 53, 2363
69, 679.38, 603.66, 52, 2373
70, 702.13, 609.398, 63, 2399
71, 690.95, 604.228, 56, 2350
72, 692.19, 605.969, 55, 2394
73, 697.39, 608.467, 59, 2393
74, 716.45, 611.112, 69, 2433
75, 693.96, 607.658, 48, 2382
76, 701.52, 607.281, 43, 2392
77, 693.36, 607.176, 49, 2402
78, 697.16, 606.921, 50, 2394
79, 692.62, 605.483, 53, 2382
80, 687.49, 602.274, 50, 2386
81, 688.64, 605.636, 50, 2369
82, 690.7, 603.669, 61, 2386
83, 690.24, 605.698, 60, 2374
84, 679.25, 603.538, 46, 2389
85, 696.07, 608.761, 53, 2376
86, 689.31, 605.445, 55, 2378
87, 700.45, 608.926, 58, 2404
88, 676.57, 602.066, 40, 2360
89, 693.72, 606.458, 55, 2397
90, 685.03, 603.378, 42, 2378
91, 676.18, 600.341, 48, 2337
92, 690.74, 605.269, 62, 2371
93, 691.19, 604.784, 46, 2399
94, 668.64, 600.915, 50, 2334
95, 700.15, 608.575, 56, 2401
96, 701.54, 607.939, 68, 2388
97, 687.64, 605.783, 52, 2375
98, 691.97, 605.11, 56, 2395
99, 705.64, 608.455, 50, 2399
100, 703.51, 607.783, 58, 2419
101, 697.8, 604.936, 54, 2379
102, 686.6, 603.942, 56, 2365
103, 701.08, 606.081, 51, 2387
104, 690.85, 604.254, 51, 2355
105, 688.47, 605.402, 65, 2343
106, 674.14, 602.199, 45, 2385
107, 675.44, 600.992, 54, 2349
108, 678.33, 601.76, 37, 2375
109, 678.79, 603.91, 50, 2321
110, 677.9, 604.339, 60, 2374
111, 701.81, 608.459, 56, 2396
112, 688.06, 605.064, 60, 2367
113, 701.11, 607.501, 41, 2386
114, 702.62, 610.075, 58, 2407
115, 710.09, 610.61, 51, 2407
116, 700.1, 611.898, 68, 2440
117, 685.99, 604.16, 49, 2405
118, 698.7, 606.466, 57, 2377
119, 690.95, 604.888, 38, 2359
120, 685.76, 603.644, 47, 2389
121, 686.58, 602.598, 52, 2354
122, 680.68, 601.918, 33, 2354
123, 685.08, 605.287, 52, 2375
124, 683.58, 604.051, 50, 2360
125, 681.95, 603.734, 65, 2357
126, 711.64, 610.394, 56, 2406
127, 692.05, 607.4, 45, 2402
128, 675.09, 603.284, 57, 2364
129, 692.06, 605.464, 44, 2373
130, 673.72, 600.363, 48, 2384
131, 687.54, 606.536, 53, 2397
132, 684.76, 604.553, 47, 2364
133, 704.68, 607.698, 59, 2373
134, 673.19, 598.405, 40, 2361
135, 696.03, 608.193, 50, 2386
136, 697.04, 606.376, 45, 2373
137, 699.95, 608.039, 64, 2424
138, 703.29, 607.126, 52, 2386
139, 700.81, 607.831, 51, 2381
140, 703, 608.566, 61, 2409
141, 700.5, 607.506, 58, 2390
142, 683.45, 604.494, 59, 2388
143, 713.33, 609.253, 67, 2401
144, 704.63, 609.543, 68, 2409
145, 710.18, 609.551, 45, 2391
146, 689.5, 603.75, 51, 2377
147, 708.78, 608.247, 64, 2410
148, 696.5, 612.325, 60, 2546
149, 692.49, 608.137, 47, 2417
150, 685.72, 604.415, 46, 2366
151, 679.58, 603.175, 52, 2363
152, 694.86, 605.356, 59, 2393
153, 672.72, 603.208, 47, 2354
154, 705.77, 609.274, 58, 2418
155, 699.26, 606.871, 55, 2395
156, 699.28, 608.735, 50, 2392
157, 702.32, 606.758, 58, 2371
158, 700.32, 607.461, 49, 2364
159, 694.6, 605.061, 50, 2372
160, 687.6, 604.199, 43, 2385
161, 677.81, 602.072, 45, 2363
162, 703.74, 607.385, 53, 2393
163, 688.55, 605.091, 49, 2356
164, 690.7, 605.967, 53, 2373
165, 676.16, 601.71, 48, 2370
166, 668.12, 600.781, 56, 2353
167, 690.85, 607.098, 61, 2388
168, 699.19, 605.976, 61, 2393
169, 692.76, 604.088, 45, 2392
170, 694.86, 605.696, 54, 2374
171, 691.34, 605.948, 47, 2383
172, 695.53, 607.18, 62, 2379
173, 699.07, 608.73, 57, 2413
174, 684.68, 604.315, 57, 2398
175, 699.91, 607, 55, 2390
176, 694.03, 609.203, 53, 2386
177, 699.82, 607.044, 51, 2391
178, 689.68, 605.942, 54, 2365
179, 678.3, 602.118, 50, 2387
180, 709.09, 609.249, 64, 2413
181, 693.69, 607.214, 52, 2394
182, 689.39, 604.589, 55, 2364
183, 697.4, 608.257, 63, 2397
184, 700.39, 608.115, 56, 2417
185, 702.17, 609.598, 65, 2401
186, 687.54, 606.354, 62, 2358
187, 685.59, 605.323, 54, 2375
188, 701.34, 606.597, 63, 2403
189, 675.71, 603.202, 55, 2386
190, 699, 608.28, 50, 2376
191, 682.11, 601.992, 56, 2371
192, 689.13, 603.798, 54, 2378
193, 704.68, 609.689, 50, 2432
194, 673.16, 601.263, 67, 2356
195, 670.96, 601.226, 54, 2343
196, 687.33, 605.049, 41, 2380
197, 701.96, 607.795, 50, 2385
198, 690.52, 603.477, 54, 2357
199, 698.2, 606.898, 67, 2366
200, 705.58, 606.417, 72, 2384
201, 698.09, 605.405, 50, 2363
202, 705.68, 608.195, 49, 2399
203, 679.9, 604.067, 58, 2356
204, 696.96, 605.098, 47, 2387
205, 707.39, 610.719, 60, 2420
206, 692.64, 605.851, 49, 2390
207, 702.18, 609.441, 50, 2382
208, 692.97, 604.572, 54, 2368
209, 706.18, 607.769, 54, 2401
210, 709.63, 609.652, 61, 2386
211, 686.92, 603.113, 56, 2345
212, 708.22, 609.622, 67, 2417
213, 701.84, 606.401, 59, 2373
214, 693.31, 607.619, 51, 2390
215, 694.87, 607.529, 55, 2398
216, 696.18, 609.039, 48, 2387
217, 676.44, 605.417, 51, 2356
218, 687.59, 603.734, 46, 2383
219, 705.49, 609.8, 63, 2386
220, 655.8, 598.316, 49, 2358
221, 693.92, 604.78, 65, 2388
222, 690.7, 603.761, 54, 2373
223, 684.53, 603.251, 58, 2374
224, 678.73, 600.02, 62, 2352
225, 710.46, 610.262, 67, 2414
226, 686.38, 604.95, 42, 2373
227, 720.13, 612.816, 69, 2416
228, 689.14, 606.669, 46, 2402
229, 689.78, 606.769, 55, 2382
230, 685.21, 606.382, 42, 2393
231, 689.3, 603.862, 56, 2396
232, 695.46, 606.587, 63, 2367
233, 700.22, 607.489, 58, 2396
234, 688.2, 603.684, 51, 2379
235, 683.67, 605.429, 56, 2363
236, 702.79, 607.733, 63, 2396
237, 698.6, 606.667, 52, 2421
238, 711.39, 610.065, 54, 2417
239, 699.33, 609.188, 71, 2413
240, 664.16, 600.326, 45, 2341
241, 689.26, 604.937, 48, 2366
242, 702.34, 607.376, 65, 2392
243, 716.02, 612.63, 62, 2419
244, 708.16, 607.97, 55, 2407
245, 689.53, 603.749, 54, 2356
246, 689.11, 604.481, 55, 2362
247, 698.11, 608.375, 52, 2400
248, 688.85, 603.423, 60, 2400
249, 708.62, 608.93, 58, 2417
250, 685.47, 603.726, 58, 2369
251, 682.9, 602.873, 49, 2375
252, 685.51, 604.377, 53, 2392
253, 678.66, 600.747, 54, 2373
254, 710.43, 611.474, 60, 2407
255, 682.48, 603.792, 51, 2381
256, 693.67, 606.682, 63, 2397
257, 694.62, 603.795, 55, 2387
258, 692.35, 606.225, 51, 2372
259, 689.69, 604.306, 61, 2370
260, 697.87, 605.11, 62, 2389
261, 698.99, 608.913, 50, 2400
262, 685.24, 602.337, 48, 2374
263, 699.16, 605.823, 59, 2395
264, 702.25, 608.443, 52, 2395
265, 689.77, 602.515, 54, 2383
266, 678.08, 600.622, 57, 2328
267, 699.43, 608.598, 69, 2406
268, 677.07, 604.014, 51, 2340
269, 686.13, 604.728, 60, 2393
270, 688.8, 606.524, 61, 2393
271, 672.42, 601.992, 48, 2391
272, 700.61, 607.575, 55, 2411
273, 699.91, 609.132, 55, 2404
274, 705.7, 607.239, 64, 2394
275, 699.89, 609.881, 59, 2387
276, 685.81, 603.341, 50, 2388
277, 696.44, 606.808, 52, 2381
278, 699.82, 606.124, 53, 2371
279, 678.5, 604.615, 41, 2388
280, 700.13, 605.432, 53, 2386
281, 697.55, 609.099, 52, 2400
282, 711.63, 610.515, 68, 2402
283, 693.13, 606.736, 51, 2401
284, 688.94, 606.698, 52, 2396
285, 687.23, 605.69, 48, 2394
286, 685.16, 603.402, 49, 2387
287, 703.32, 607.252, 58, 2386
288, 692.52, 604.283, 50, 2406
289, 688.49, 605.438, 57, 2393
290, 691.32, 604.955, 68, 2376
291, 699.67, 609.249, 50, 2392
292, 709.61, 612.17, 48, 2410
293, 696.87, 609.645, 52, 2431
294, 684.68, 602.955, 56, 2359
295, 684.67, 605.164, 48, 2364
296, 697.91, 605.893, 45, 2388
297, 674.05, 603.866, 44, 2371
298, 693.71, 606.232, 55, 2385
299, 704.88, 613.554, 60, 2393
300, 689.18, 604.128, 38, 2375
301, 672.86, 602.034, 40, 2359
302, 689.92, 602.735, 53, 2369
303, 704.88, 607.796, 60, 2400
304, 690.07, 605.305, 52, 2384
305, 693.47, 606.944, 47, 2383
306, 691.07, 606.445, 48, 2394
307, 693.13, 605.2, 55, 2373
308, 684.65, 606.044, 53, 2387
309, 675.08, 601.43, 50, 2355
310, 673.69, 601.38, 49, 2349
311, 703.71, 607.425, 53, 2410
312, 701.84, 606.428, 59, 2394
313, 697.55, 606.105, 57, 2380
314, 678.98, 602.563, 54, 2358
315, 701.16, 610.062, 55, 2395
316, 696.14, 606.796, 55, 2404
317, 689.6, 607.153, 58, 2361
318, 661.5, 597.315, 47, 2350
319, 695.19, 606.745, 66, 2416
320, 662.92, 600.732, 43, 2371
321, 671.36, 601.352, 55, 2351
322, 683.79, 602.268, 51, 2345
323, 682.56, 604.295, 46, 2369
324, 708.94, 607.322, 46, 2405
325, 678.72, 603.219, 57, 2359
326, 668.27, 600.682, 50, 2375
327, 672.76, 601.733, 55, 2366
328, 696.93, 604.11, 57, 2389
329, 708.19, 608.259, 59, 2394
330, 703.07, 606.94, 46, 2411
331, 694.47, 608.599, 46, 2395
332, 702.94, 609.901, 65, 2403
333, 694.43, 606.229, 50, 2363
334, 699.47, 607.875, 53, 2377
335, 676.17, 604.081, 51, 2365
336, 683.96, 604.423, 43, 2371
337, 678.2, 603.226, 45, 2370
338, 718.68, 611.738, 73, 2417
339, 695.61, 605.962, 56, 2391
340, 671.79, 601.886, 45, 2311
341, 705.03, 608.716, 48, 2406
342, 702.51, 611.053, 46, 2455
343, 685.8, 605.06, 50, 2396
344, 696.7, 603.991, 66, 2368
345, 695.14, 608.283, 53, 2387
346, 703.67, 609.717, 56, 2428
347, 698.85, 607.416, 61, 2406
348, 723.72, 614.737, 66, 2431
349, 690.17, 605.994, 53, 2382
350, 700.92, 604.692, 52, 2384
351, 687.8, 607.372, 61, 2385
352, 696.43, 607.066, 65, 2366
353, 683.74, 604.453, 58, 2394
354, 698.18, 604.875, 62, 2349
355, 672.33, 602.012, 52, 2370
356, 703.93, 607.787, 62, 2419
357, 685.33, 603.329, 51, 2375
358, 694.3, 605.988, 57, 2382
359, 684.8, 603.288, 54, 2353
360, 705.04, 610.47, 64, 2425
361, 710.13, 608.798, 65, 2392
362, 706.03, 610.157, 53, 2413
363, 704.21, 609.221, 59, 2402
364, 702.29, 607.898, 61, 2385
365, 686.93, 607.7, 53, 2361
366, 686.61, 606.258, 47, 2369
367, 694.36, 604.234, 52, 2368
368, 706.22, 611.636, 48, 2386
369, 704.36, 607.048, 53, 2368
370, 699.14, 607.533, 48, 2388
371, 677.62, 603.451, 55, 2381
372, 674.93, 601.471, 50, 2365
373, 684.37, 603.782, 49, 2368
374, 703.61, 608.093, 60, 2443
375, 703.79, 604.801, 53, 2387
376, 671.49, 602.033, 48, 2331
377, 708.81, 609.317, 53, 2386
378, 686.32, 604.314, 63, 2404
379, 703.65, 605.765, 42, 2393
380, 686.82, 602.868, 69, 2378
381, 694.44, 608.536, 60, 2377
382, 692.26, 606.746, 53, 2411
383, 709.23, 610.533, 54, 2397
384, 675.45, 599.714, 53, 2367
385, 696.1, 606.602, 56, 2379
386, 668.18, 598.679, 46, 2348
387, 705.83, 608.58, 52, 2385
388, 673.06, 603.159, 47, 2377
389, 677.32, 602.817, 60, 2392
390, 698.24, 608.236, 51, 2382
391, 692.15, 603.451, 71, 2379
392, 692.42, 604.024, 54, 2350
393, 688.1, 603.132, 61, 2379
394, 679.58, 601.216, 57, 2346
395, 700.66, 609.577, 54, 2391
396, 685.3, 605.333, 58, 2373
397, 700.37, 608.152, 55, 2391
398, 698.03, 608.036, 51, 2396
399, 676.07, 604.693, 41, 2371
400, 694.31, 603.781, 69, 2393
401, 698.75, 604.929, 67, 2367
402, 687.04, 604.278, 53, 2391
403, 691.84, 605.979, 48, 2395
404, 690.87, 603.582, 55, 2374
405, 681.93, 602.095, 48, 2375
406, 686.14, 602.592, 57, 2383
407, 694.89, 607.951, 49, 2408
408, 697.37, 608.958, 60, 2384
409, 698.34, 607.651, 63, 2380
410, 682.52, 602.653, 54, 2378
411, 702.9, 608.25, 41, 2391
412, 689.7, 605.277, 56, 2373
413, 698.74, 605.912, 53, 2404
414, 686.89, 605.301, 46, 2386
415, 682.55, 607.197, 56, 2472
416, 688.33, 602.023, 53, 2371
417, 694.38, 606.527, 53, 2368
418, 697.76, 609.922, 55, 2389
419, 694.92, 606.373, 52, 2407
420, 682.93, 604.143, 51, 2356
421, 695.53, 609.843, 49, 2391
422, 684.95, 603.288, 58, 2378
423, 703.79, 609.951, 65, 2392
424, 691.5, 606.847, 56, 2349
425, 686.22, 605.248, 60, 2395
426, 700.96, 607.372, 63, 2393
427, 683.92, 606.363, 45, 2370
428, 697.81, 607.664, 52, 2374
429, 702.88, 608.663, 60, 2403
430, 693.62, 605.631, 66, 2375
431, 705.95, 608.966, 53, 2388
432, 688.77, 604.531, 45, 2388
433, 693.36, 605.28, 65, 2374
434, 700.7, 608.964, 63, 2407
435, 674.53, 600.922, 60, 2355
436, 710.28, 614.526, 55, 2428
437, 688.65, 605.549, 54, 2379
438, 699.29, 605.752, 59, 2376
439, 666.95, 600.997, 63, 2386
440, 701.05, 606.288, 51, 2373
441, 706.97, 614.735, 65, 2539
442, 687.09, 606.251, 47, 2384
443, 692.11, 607.783, 58, 2401
444, 708.97, 607.85, 66, 2399
445, 683.02, 604.964, 47, 2367
446, 704.87, 610.412, 58, 2406
447, 689.37, 604.527, 64, 2375
448, 701.05, 606.857, 53, 2391
449, 691.5, 603.482, 56, 2404
450, 705.07, 610.332, 59, 2430
451, 718.08, 611.439, 51, 2402
452, 691.58, 608.486, 43, 2406
453, 682.83, 602.894, 49, 2366
454, 699.95, 605.981, 58, 2388
455, 688.5, 603.673, 42, 2369
456, 677.49, 603.897, 42, 2396
457, 709.46, 610.117, 49, 2413
458, 700.4, 607.053, 67, 2393
459, 698.03, 607.265, 38, 2411
460, 693.03, 604.782, 42, 2400
461, 699.5, 607.12, 41, 2390
462, 689.18, 605.125, 51, 2380
463, 690.59, 606.006, 65, 2359
464, 688.5, 601.528, 54, 2387
465, 681.67, 606.281, 49, 2377
466, 686.4, 603.194, 56, 2379
467, 686.82, 603.743, 53, 2361
468, 699.54, 606.856, 52, 2391
469, 670.89, 597.864, 68, 2361
470, 692.29, 607.775, 45, 2398
471, 695.67, 606.749, 50, 2393
472, 701.45, 608.741, 65, 2401
473, 672.89, 601.118, 53, 2337
474, 688.49, 609.651, 60, 2393
475, 697.37, 607.449, 59, 2409
476, 697.34, 606.598, 44, 2400
477, 685.27, 604.627, 46, 2353
478, 683.2, 604.58, 41, 2403
479, 692.89, 605.839, 58, 2389
480, 690.42, 604.794, 62, 2376
481, 708.66, 611.08, 67, 2397
482, 692.95, 604.038, 57, 2370
483, 691.79, 605.933, 65, 2389
484, 706.01, 609.926, 57, 2393
485, 685.12, 605.073, 53, 2409
486, 685.99, 604.875, 56, 2332
