point, mean, stddev, min, max
0, 0, 0, 0, 1.17549e-38
1, 537899, 598230, 4531, 3.88547e+06
2, 1.04168e+06, 1.16092e+06, 8423, 7.54776e+06
3, 0, 0, 0, 1.17549e-38
4, 1.34627e+06, 1.50963e+06, 11354, 9.73509e+06
5, 1.74641e+06, 1.95758e+06, 14179, 1.27093e+07
6, 0, 0, 0, 1.17549e-38
7, 990609, 1.10647e+06, 8128, 7.16111e+06
8, 781647, 872360, 6703, 5.65652e+06
9, 1.00083e+06, 1.11999e+06, 8686, 7.33798e+06
10, 1.24227e+06, 1.41097e+06, 10076, 9.31137e+06
11, 1.43248e+06, 1.62049e+06, 11630, 1.08148e+07
12, 906404, 1.01638e+06, 6725, 6.55842e+06
13, 322176, 368807, 3176, 2.35941e+06
14, 1.96958e+06, 2.24844e+06, 14996, 1.48709e+07
15, 0, 0, 0, 1.17549e-38
16, 1.42418e+06, 1.59978e+06, 11323, 1.04546e+07
17, 695921, 784237, 6008, 5.18325e+06
18, 883596, 993048, 7226, 6.54314e+06
19, 841664, 943853, 6286, 6.12992e+06
20, 6239.08, 6881.57, 21, 43461
21, 1959.56, 1976.31, 2, 11975
22, 1976.39, 1985.08, 8, 11898
23, 2713.92, 2727.18, 3, 16308
24, 2744.06, 2711.16, 2, 15588
25, 606803, 677364, 4775, 4.41768e+06
26, 606803, 677364, 4775, 4.41768e+06
27, 3.83708e+06, 4.31534e+06, 31127, 2.83117e+07
28, 89049.6, 99178.4, 735, 477419
29, 958614, 1.07527e+06, 7517, 7.00637e+06
30, 773070, 870274, 7316, 5.6749e+06
31, 468975, 523695, 3845, 3.39067e+06
32, 1.0183e+06, 1.13765e+06, 7692, 7.40529e+06
33, 677812, 765908, 6181, 5.12666e+06
34, 1.43726e+06, 1.61543e+06, 12358, 1.04029e+07
35, 176316, 211752, 1276, 1.31932e+06
36, 1.6722e+06, 1.88815e+06, 13252, 1.24321e+07
37, 202155, 228770, 1838, 1.50378e+06
38, 1.67371e+06, 1.89326e+06, 14037, 1.26088e+07
39, 0, 0, 0, 1.17549e-38
40, 0, 0, 0, 1.17549e-38
41, 1.12454e+06, 1.27347e+06, 9280, 8.46673e+06
42, 275969, 306217, 2825, 1.96547e+06
43, 1.85767e+06, 2.09313e+06, 15056, 1.36386e+07
44, 1.7336e+06, 1.95227e+06, 14956, 1.26007e+07
45, 15774, 16780.9, 149, 107975
46, 0, 0, 0, 1.17549e-38
47, 0, 0, 0, 1.17549e-38
48, 1.14546e+06, 1.28945e+06, 8221, 8.43808e+06
49, 1.14546e+06, 1.28945e+06, 8221, 8.43808e+06
50, 1.06331e+06, 1.19456e+06, 9137, 7.84947e+06
51, 1.12996e+06, 1.26236e+06, 9894, 8.17783e+06
52, 581240, 635332, 4396, 4.0049e+06
53, 1.59248e+06, 1.80834e+06, 13130, 1.18773e+07
54, 720406, 803015, 5914, 5.18806e+06
55, 419054, 460598, 3423, 2.92813e+06
56, 1.35299e+06, 1.52544e+06, 11640, 1.01627e+07
57, 706697, 802078, 5989, 5.26167e+06
58, 558464, 623442, 4497, 4.06147e+06
59, 1.12453e+06, 1.26192e+06, 9359, 8.23693e+06
60, 890100, 1.00446e+06, 8638, 6.54584e+06
61, 1.66347e+06, 1.87766e+06, 13727, 1.24078e+07
62, 665489, 746186, 5464, 4.85905e+06
63, 610742, 679756, 4870, 4.37002e+06
64, 745020, 845232, 5539, 5.36592e+06
65, 840304, 966493, 7496, 6.6185e+06
66, 1.12092e+06, 1.25649e+06, 9007, 8.20606e+06
67, 932047, 1.05086e+06, 7713, 6.90212e+06
68, 0, 0, 0, 1.17549e-38
69, 0, 0, 0, 1.17549e-38
70, 644093, 717577, 5651, 4.70754e+06
71, 190495, 214214, 1475, 1.38462e+06
72, 523183, 583239, 3900, 3.80202e+06
73, 539509, 602882, 4366, 3.92891e+06
74, 1.33969e+06, 1.50806e+06, 10841, 9.90486e+06
75, 967624, 1.09302e+06, 7736, 7.10436e+06
76, 361202, 408670, 2735, 2.74159e+06
77, 468312, 521228, 3725, 3.34346e+06
78, 186659, 208283, 2062, 1.3517e+06
79, 1.43044e+06, 1.61122e+06, 11521, 1.05728e+07
80, 765362, 855888, 6370, 5.54396e+06
81, 601888, 697331, 4985, 4.88045e+06
82, 281572, 319709, 2259, 2.07234e+06
83, 775866, 871054, 6613, 5.66862e+06
84, 451051, 506806, 3516, 3.27391e+06
85, 836340, 934333, 6643, 6.06236e+06
86, 546917, 616706, 4436, 4.10199e+06
87, 384180, 426979, 2897, 2.75711e+06
88, 647054, 724617, 4722, 4.75208e+06
89, 1.35336e+06, 1.51647e+06, 11816, 9.88457e+06
90, 778154, 871394, 6034, 5.58798e+06
91, 596172, 664157, 4439, 4.29102e+06
92, 386006, 428172, 3262, 2.74074e+06
93, 933406, 1.04517e+06, 8384, 6.86668e+06
94, 1.29177e+06, 1.44587e+06, 11528, 9.43114e+06
95, 864023, 969475, 7175, 6.29469e+06
96, 702203, 800175, 6110, 5.46807e+06
97, 909905, 1.02482e+06, 7180, 6.76802e+06
98, 687712, 768478, 4717, 4.98574e+06
99, 1.6506e+06, 1.85872e+06, 13213, 1.22134e+07
100, 381605, 418164, 3257, 2.66108e+06
101, 943889, 1.05592e+06, 8764, 6.87699e+06
102, 208129, 229482, 2140, 1.50461e+06
103, 776360, 878465, 5995, 5.77237e+06
104, 1.15207e+06, 1.29463e+06, 10118, 8.48735e+06
105, 2.28715e+06, 2.58334e+06, 17387, 1.70541e+07
106, 263665, 320826, 2393, 2.32736e+06
107, 233978, 281202, 2005, 2.07576e+06
108, 1.43152e+06, 1.60739e+06, 11752, 1.04252e+07
109, 1.84172e+06, 2.07057e+06, 15948, 1.35607e+07
110, 945082, 1.05562e+06, 7651, 6.89638e+06
111, 1.39739e+06, 1.56419e+06, 10713, 1.01548e+07
112, 214894, 243704, 1694, 1.60603e+06
113, 555206, 618680, 4579, 4.00986e+06
114, 1.11765e+06, 1.2491e+06, 9218, 8.12677e+06
115, 945082, 1.05562e+06, 7651, 6.89638e+06
116, 1.35185e+06, 1.52379e+06, 11163, 9.83097e+06
117, 1.33593e+06, 1.50216e+06, 10885, 9.87463e+06
118, 664257, 740627, 5614, 4.81874e+06
119, 771892, 867149, 6143, 5.71596e+06
120, 912055, 1.02132e+06, 8184, 6.6883e+06
121, 1.01069e+06, 1.13762e+06, 8023, 7.48862e+06
122, 1.28278e+06, 1.43175e+06, 10174, 9.24161e+06
123, 84866.5, 95035.9, 651, 633634
124, 424083, 467100, 4277, 3.06488e+06
125, 1.66807e+06, 1.88159e+06, 12974, 1.23742e+07
126, 2.16146e+06, 2.42427e+06, 18168, 1.58488e+07
127, 112349, 124006, 861, 772315
128, 64011.9, 61824.8, 871, 319356
129, 1.92293e+06, 2.17778e+06, 14700, 1.42324e+07
130, 0, 0, 0, 1.17549e-38
131, 378217, 428526, 3028, 2.84651e+06
132, 113623, 127771, 1132, 732936
133, 581382, 621725, 5656, 3.74481e+06
134, 51840.6, 56892, 621, 371843
135, 1.25108e+06, 1.41053e+06, 9715, 9.32792e+06
136, 753969, 843226, 5495, 5.53435e+06
137, 3.07898e+06, 3.46709e+06, 26188, 2.27166e+07
138, 2.16865e+06, 2.43997e+06, 18156, 1.59374e+07
139, 873804, 988652, 8133, 6.37545e+06
