point, mean, stddev, min, max
0, 46.85, 32.8881, 8, 192
1, 70.46, 44.614, 11, 286
2, 75.28, 47.1918, 7, 299
3, 85.32, 51.8581, 8, 323
4, 75.09, 44.8373, 6, 252
5, 55.66, 33.9636, 1, 213
6, 87.92, 51.3966, 17, 319
7, 86.62, 50.7464, 17, 292
8, 63.1, 41.316, 6, 245
9, 60.3, 40.9423, 8, 227
10, 107.66, 61.3644, 16, 366
11, 77.09, 46.2353, 10, 305
12, 82.21, 49.84, 10, 310
13, 97.84, 57.2801, 10, 325
14, 63.5, 41.7805, 4, 281
15, 63.63, 39.9459, 1, 227
16, 52.88, 32.2866, 8, 177
17, 77.63, 47.3782, 15, 327
18, 75.39, 47.5579, 4, 270
19, 62.69, 34.6611, 5, 202
20, 65.36, 43.7055, 6, 288
21, 87.48, 53.7169, 14, 318
22, 105.32, 58.3912, 20, 347
23, 85, 51.6773, 14, 315
24, 67.66, 41.1109, 13, 244
25, 83.1, 46.3919, 11, 265
26, 70.31, 40.808, 18, 243
27, 92.39, 53.3346, 16, 348
28, 89.27, 56.1863, 18, 344
29, 69.88, 42.4776, 5, 239
30, 81.37, 51.1194, 14, 318
31, 62.54, 43.6865, 5, 294
32, 77.94, 46.4891, 12, 259
33, 69.59, 40.285, 12, 216
34, 73.63, 45.2879, 14, 260
35, 70.8, 45.8875, 7, 293
36, 75.37, 45.3433, 11, 292
37, 51.67, 31.5221, 3, 182
38, 86.45, 52.5841, 15, 320
39, 96.8, 56.8714, 16, 377
40, 82.82, 49.915, 11, 313
41, 89.01, 48.9687, 10, 288
42, 75.76, 48.8686, 5, 304
43, 77.09, 46.6641, 11, 304
44, 73.45, 48.2637, 12, 300
45, 54.3, 33.1887, 10, 196
46, 102.91, 56.5666, 23, 335
47, 97.29, 56.0108, 11, 346
48, 81.14, 50.3037, 12, 295
49, 80.63, 46.5013, 19, 286
50, 89.66, 53.2555, 21, 340
51, 61.63, 37.7236, 5, 202
52, 93.33, 55.6045, 14, 330
53, 95.66, 54.8048, 18, 325
54, 72.11, 42.7471, 15, 209
55, 81.66, 49.754, 12, 310
56, 84.32, 49.3907, 8, 273
57, 58.95, 36.1426, 3, 223
58, 81.62, 49.023, 9, 314
59, 70.78, 42.2962, 8, 256
60, 75.36, 50.1816, 7, 325
61, 91.86, 54.6396, 16, 315
62, 48.52, 34.6238, 1, 195
63, 75.48, 47.0669, 12, 278
64, 80.52, 47.5076, 3, 253
65, 80.27, 49.0597, 11, 254
66, 70.86, 45.9043, 6, 260
67, 64.06, 35.6704, 3, 203
68, 92.69, 56.77, 15, 363
69, 104.37, 57.6659, 17, 344
70, 84.22, 49.7018, 13, 329
71, 74.79, 48.6435, 9, 296
72, 97.7, 56.9416, 12, 351
73, 46.59, 30.8412, 7, 198
74, 103.11, 59.2985, 22, 344
75, 99.75, 57.3826, 17, 344
76, 61.94, 40.1228, 7, 258
