point, mean, stddev, min, max
0, 788.47, 687.234, 20, 3910
1, 786.4, 687.004, 13, 3930
2, 801.1, 691.116, 14, 3972
3, 769.57, 683.981, 17, 3866
4, 804, 690.641, 18, 3977
5, 791.16, 688.924, 14, 3936
6, 803.49, 690.765, 20, 3968
7, 772.14, 684.112, 19, 3883
8, 803.04, 692.383, 14, 3982
9, 811.92, 696.096, 19, 4014
10, 782.32, 694.292, 15, 4099
11, 790.51, 689.372, 19, 3958
12, 784.62, 684.734, 13, 3895
13, 800.11, 689.914, 21, 3963
14, 792.99, 691.653, 9, 3986
15, 797.47, 696.622, 20, 4117
16, 813.39, 700.244, 18, 4157
17, 793.84, 685.942, 12, 3920
18, 784.83, 687.881, 15, 3905
19, 787.56, 688.411, 12, 3941
20, 797.76, 688.825, 16, 3928
21, 807.53, 696.069, 14, 4058
22, 787.54, 689.913, 12, 3957
23, 796.13, 690.132, 13, 3953
24, 807.32, 690.674, 20, 3993
25, 794.76, 690.623, 13, 3967
26, 804.36, 691.266, 16, 3996
27, 783.45, 689.337, 17, 3938
28, 804.11, 692.123, 11, 4006
29, 791.94, 689.729, 22, 3969
30, 802.83, 691.271, 10, 3959
31, 804.63, 692.796, 18, 4062
32, 789.54, 687.805, 10, 3941
33, 793.1, 687.111, 25, 3911
34, 798.97, 688.743, 13, 3940
35, 805.14, 692.714, 19, 4011
36, 792.71, 689.282, 16, 3986
37, 794.88, 686.206, 16, 3916
38, 797.97, 691.77, 28, 4000
39, 802.36, 691.824, 18, 3970
40, 804.49, 692.693, 14, 4012
41, 786.51, 688.032, 17, 3947
42, 808.92, 693.388, 9, 4006
43, 791.33, 689.459, 14, 3954
44, 786.63, 686.434, 16, 3950
45, 782.62, 687.393, 20, 3907
46, 815.32, 695.592, 19, 4009
47, 783.37, 684.087, 19, 3871
48, 811.6, 692.864, 14, 3976
49, 802.7, 690.964, 13, 3974
50, 814.11, 696.318, 20, 4046
51, 805.78, 759.059, 17, 5265
52, 800.1, 691.779, 15, 3969
53, 800.21, 692.044, 20, 3977
54, 802.91, 693.221, 15, 3967
55, 778.27, 684.639, 17, 3889
56, 808.85, 695.056, 15, 4025
57, 800.77, 692.168, 17, 3990
58, 795.36, 690.593, 17, 3980
59, 796.92, 689.808, 19, 3944
60, 808.47, 690.703, 17, 3961
61, 782.46, 687.434, 15, 3948
62, 799.84, 688.79, 19, 3944
63, 799, 690.563, 24, 3977
64, 782.94, 686.003, 20, 3888
65, 799.83, 693.038, 26, 3981
66, 787.53, 688.74, 17, 3976
67, 798.59, 691.416, 19, 3939
68, 780.82, 688.532, 23, 3922
69, 786.91, 686.329, 16, 3917
70, 804.63, 695.578, 16, 4006
71, 793.96, 690.931, 13, 3989
72, 795.74, 687.878, 13, 3929
