point, mean, stddev, min, max
0, 71475.1, 76456.7, 663, 331082
1, 62147.9, 68921.6, 524, 294843
2, 56676.9, 60522, 611, 219755
3, 64764.1, 66266.3, 1006, 272022
4, 58805.5, 62537.5, 658, 278561
5, 59195.2, 66136.5, 302, 363737
6, 62312.8, 69317.1, 549, 312188
7, 66902.7, 73647.2, 459, 292357
8, 58173.7, 67514.1, 739, 357327
9, 61726.2, 65227, 372, 233691
10, 61437.3, 64811.2, 427, 306666
11, 65188.8, 72725, 654, 339163
12, 59854.7, 66459.5, 435, 266176
13, 63772.2, 67485.5, 852, 298187
14, 64946, 70441.6, 885, 318059
15, 64236, 69668.8, 540, 325552
16, 62289.8, 67954.1, 633, 255658
17, 63871.3, 69231.7, 606, 343359
18, 60471.6, 68783.7, 310, 290243
19, 59983.2, 61932.9, 710, 307739
20, 64375.2, 69670, 442, 277098
21, 59591.2, 68695.6, 371, 278376
22, 57920.7, 65698.5, 544, 279258
23, 61854.9, 68331.8, 530, 358782
24, 55265.3, 67697.7, 937, 334588
25, 65289.1, 71514.7, 625, 322645
26, 63182, 74100.7, 634, 309164
27, 61966.3, 71668.4, 597, 394465
28, 68235.6, 73015.5, 204, 359557
29, 65956, 71464, 918, 275777
30, 66848.8, 71217.6, 594, 314620
31, 61190.4, 68147.7, 655, 270320
32, 62416.3, 62945.5, 842, 278283
33, 64721.5, 72887.9, 515, 367579
34, 63038.4, 65987.9, 183, 268862
35, 63755.9, 68466.1, 487, 298459
36, 56986.3, 62860.5, 591, 274645
37, 63742.6, 68098.9, 506, 292926
38, 61428.1, 68738.8, 661, 268640
39, 65215.6, 73666.9, 135, 307619
40, 58138, 64539.9, 348, 248082
41, 65020.8, 70153.6, 280, 271577
42, 64669.9, 69773.6, 110, 339795
43, 64028.1, 65802.9, 414, 221386
44, 64844.2, 71750.7, 300, 261821
45, 55319.8, 61095.3, 529, 282769
46, 62803.3, 64673.3, 458, 346945
47, 63336.1, 68926, 581, 328498
48, 61655.3, 60579.8, 405, 215429
49, 59989.3, 67684.7, 615, 397400
50, 64608.8, 69510, 827, 293243
51, 56082.9, 63467.6, 655, 240160
52, 66917.7, 72691.9, 510, 295566
53, 65637, 69434.6, 464, 331290
54, 69262.2, 71998.3, 818, 310731
55, 64873.2, 72146.8, 510, 392697
56, 60927.3, 69095.3, 466, 286541
57, 59480.8, 65213.7, 28, 320460
58, 66108, 71088.9, 426, 303335
59, 65721.4, 67560.1, 420, 280454
60, 58705.5, 61909.8, 261, 245727
61, 65822.5, 69260, 211, 255679
62, 63558.6, 70327.1, 379, 284454
63, 60431, 67349.5, 490, 250351
64, 62457.6, 65445.4, 495, 259961
65, 59342.6, 66522.6, 557, 391725
66, 66039.8, 82808.7, 761, 431801
67, 62317.5, 62311.3, 630, 237927
68, 67100.4, 68259.6, 656, 288875
69, 63065.2, 71737.4, 996, 297324
70, 65383.7, 67964.9, 297, 326203
71, 60314.7, 66015.7, 852, 340306
72, 62184.2, 63291.7, 339, 247530
73, 58107.6, 63320.5, 628, 312134
74, 62182.8, 66357.4, 320, 303272
75, 58632.2, 70116.5, 264, 317610
76, 59102.1, 60227.8, 747, 254947
77, 57708.9, 60766.5, 683, 344437
78, 60117.8, 69884.6, 264, 391912
79, 59819.5, 63555.3, 290, 282705
80, 58223.2, 63073.5, 669, 287285
81, 62552.9, 66907.4, 388, 285695
82, 60609.9, 66510.8, 730, 292833
83, 63271.2, 71190.2, 416, 415242
84, 62891.6, 69249.2, 420, 306749
85, 68260.9, 73126, 291, 338599
86, 59970.4, 59458, 1011, 221378
87, 57401, 61415.8, 602, 278367
88, 60647.1, 63854.6, 311, 304453
89, 60720.4, 66755, 185, 296575
90, 59267.1, 64708.9, 1071, 252541
91, 67119, 67708, 422, 247062
92, 60808.4, 66108.5, 528, 331480
93, 63386, 69284.5, 416, 346451
94, 62911.8, 62322.6, 603, 237921
95, 65683, 70433.4, 815, 304201
96, 60795.1, 68921, 231, 303836
97, 63164.9, 59997.4, 613, 251085
98, 63363.3, 69086.2, 337, 291884
99, 64830.8, 71915.3, 418, 336076
100, 64716.8, 67155.5, 322, 341389
101, 61592.9, 64478.2, 560, 321740
102, 60249.6, 62375.9, 920, 261829
103, 62243.3, 64291.4, 443, 264533
104, 59596.7, 65789.8, 307, 266574
105, 63134.1, 65873.2, 542, 251512
106, 60992.2, 66995.5, 271, 289641
107, 58542.1, 60433.9, 647, 243045
108, 62429.5, 68113.7, 493, 282831
109, 65361.1, 67060.3, 949, 287406
110, 59152.1, 67807.4, 100, 276037
111, 61775.4, 66216.7, 323, 365079
112, 57370.6, 62493.3, 518, 243613
113, 63754.2, 70669.7, 431, 296703
114, 66170.3, 72161, 832, 317060
115, 67988.2, 73420.1, 636, 305462
116, 65564.1, 71460.2, 516, 313521
117, 63832.6, 66150.8, 565, 288103
118, 59349.2, 66641.2, 513, 284104
119, 67609.5, 80592.2, 649, 381716
120, 61089.5, 65676.7, 304, 366239
121, 65374.9, 73463.5, 503, 293356
122, 57633.2, 62057, 482, 247919
123, 64441.9, 66453.6, 652, 272752
124, 61151.5, 65641, 581, 266305
125, 63689.7, 68029.3, 719, 335230
126, 62792.1, 68887.9, 694, 290430
127, 55693.5, 63444.8, 671, 270246
128, 62546.9, 70477.7, 689, 312571
129, 65414.1, 74275.2, 602, 341746
130, 67694.1, 65541, 597, 269777
131, 60021.2, 66389, 709, 278318
132, 65353.4, 67215.6, 629, 317420
133, 68141.7, 72689.6, 653, 353565
134, 64471.8, 70761.2, 862, 282217
135, 64667.1, 72548, 541, 288738
136, 65552.6, 73008.6, 435, 314630
137, 62391.4, 66292.9, 827, 275681
138, 57878.2, 66101.6, 499, 341329
139, 58779.3, 64149.5, 434, 314944
140, 59175.2, 62451.8, 352, 246230
141, 61982, 72442.2, 532, 325462
142, 62467, 69944.8, 250, 293517
143, 66390.6, 68137.4, 1217, 297637
144, 65887.5, 69061.7, 523, 342856
145, 61170.2, 63061.5, 346, 276122
146, 63786.8, 68659.3, 486, 391967
147, 68521.4, 74351, 456, 315546
148, 67665.9, 71056.9, 1032, 312048
149, 57169.4, 58448.6, 564, 325047
150, 57697.3, 62883.4, 403, 249664
151, 60350.5, 67955.2, 610, 291208
152, 56651.1, 63672.8, 381, 280121
153, 61567.1, 66625.3, 454, 343969
154, 63642.8, 69352.6, 546, 399609
155, 63184.6, 71056.2, 547, 358895
156, 61617, 65901, 474, 278300
157, 63631.3, 73943.4, 301, 274350
158, 66622.6, 77686.3, 519, 402050
159, 67446.6, 69037.6, 241, 271208
160, 65187.9, 69810, 819, 296453
161, 64729, 69261.1, 608, 321188
162, 69464.7, 77450.7, 411, 360276
163, 60005.8, 65085.9, 518, 270081
164, 57763.4, 58817.8, 704, 258900
165, 61844.3, 63913.9, 412, 306823
166, 58491.6, 60034.8, 644, 251023
167, 64573.7, 65296.6, 745, 266101
168, 60682.9, 64609.8, 124, 279697
169, 61430.7, 69524.4, 598, 288654
170, 57342.9, 58864.2, 605, 216709
171, 60742.4, 66924.9, 862, 350764
172, 61806.8, 63301.6, 418, 256330
173, 59179.9, 60874.6, 1007, 262277
174, 62127.6, 66294.9, 691, 343359
175, 62946.7, 64431, 762, 308263
176, 54600.8, 62869.9, 576, 317782
177, 66748.3, 71072.4, 532, 300310
178, 60585.5, 67373.2, 785, 310986
179, 64266.1, 70682.8, 1070, 297082
180, 63352.3, 61665.2, 315, 257893
181, 62975.8, 67970.8, 628, 285518
182, 61634.7, 68022, 369, 370949
183, 59371.9, 60863.4, 642, 238512
184, 64189.4, 65965.7, 1005, 252158
185, 63345.2, 70763.5, 723, 310076
186, 59120, 66155.8, 381, 320845
187, 63875.7, 68326.2, 1198, 267190
188, 65484.8, 65770.9, 831, 291044
189, 61198.2, 64240.6, 933, 241205
190, 59025.1, 65461.2, 1015, 311230
191, 65957, 77387.6, 671, 311779
192, 57351.1, 68164.7, 239, 298815
193, 62789.4, 67211.7, 672, 290099
194, 63387.4, 67465.4, 847, 267425
195, 63788.9, 65162.3, 633, 248678
196, 61686, 60698.1, 309, 229278
197, 57182.2, 60986.3, 734, 273259
198, 60242.4, 67527.2, 558, 281374
199, 62077.2, 66507.5, 605, 298925
200, 67161.7, 75173.8, 583, 355924
201, 69131.7, 73326.2, 909, 372126
202, 61381.9, 67901.2, 373, 328359
203, 59368.5, 64737.8, 533, 292222
204, 62733.5, 64449.3, 529, 247762
205, 61349.5, 66694.8, 125, 280838
206, 66050.3, 74586.5, 361, 359188
207, 61269.1, 62350.5, 716, 253129
208, 64183.8, 69586.4, 249, 306854
209, 65480.3, 69789.8, 1077, 344555
210, 61814.3, 72065.7, 723, 353972
211, 60820, 61538.2, 493, 263885
212, 61714.4, 68053.3, 451, 316891
213, 63616.8, 72667.2, 508, 315634
214, 60906.9, 66234.6, 531, 286348
215, 62473.9, 64901.6, 902, 272714
216, 61143.3, 63229.2, 999, 246691
217, 60065.3, 67375.2, 547, 328496
218, 59396.7, 63450.3, 493, 233954
219, 62645.6, 64885.2, 763, 255091
220, 61318.7, 72263.2, 378, 311917
221, 63199.5, 68738.3, 667, 292420
222, 63693.9, 63372.5, 411, 287900
223, 65740.6, 64845.3, 1147, 296335
224, 61234.2, 66551.6, 569, 280515
225, 61019.8, 64484.8, 644, 290371
226, 63428.6, 65426.1, 433, 241822
227, 60569.1, 60411.4, 785, 238787
228, 64069.7, 64782.7, 492, 226749
229, 58298.1, 63334.7, 659, 262083
230, 57764.5, 57718.6, 432, 241369
231, 61855.1, 69549.5, 394, 283983
232, 60201.9, 60795, 1122, 242599
233, 63604.8, 69652.5, 915, 259314
234, 59537.8, 65364.3, 380, 368201
235, 60750.6, 69633.1, 703, 289380
236, 67073.7, 75003, 265, 313195
237, 58759.2, 62929.3, 545, 289083
238, 62052.8, 65877.4, 196, 316268
239, 64364.3, 70720.5, 502, 351449
240, 61504.3, 67100.9, 524, 283732
241, 66093.8, 75452.8, 266, 399315
242, 63846.9, 71430.8, 711, 376092
243, 61613.2, 62564.1, 279, 239470
244, 63144, 72633, 640, 293732
245, 64116.9, 68998.5, 932, 345541
246, 62110.7, 72018.7, 913, 295360
247, 66479.1, 73713.1, 389, 277287
248, 56694.4, 69012.6, 843, 316225
249, 57547.3, 60247.5, 600, 242555
250, 63188.8, 65505.6, 450, 275891
251, 62672.7, 66500.5, 230, 240339
252, 64153, 66033.5, 684, 279556
253, 57217.5, 59092.5, 699, 232300
254, 68409, 71456, 344, 299331
255, 58795.7, 64217.9, 418, 287869
256, 63595.3, 62452, 1051, 321524
257, 68766.5, 71699.3, 124, 297026
258, 65093, 69111.2, 506, 283176
259, 66133.8, 73655.7, 386, 275809
260, 64062.1, 70192, 192, 327867
261, 60495.4, 65126.5, 1052, 286623
262, 56315.8, 64141.4, 566, 252249
263, 62101.1, 68873.1, 664, 348272
264, 62469.9, 70570.6, 663, 291952
265, 60687.3, 66666.2, 448, 303851
266, 62505.6, 66426.4, 1099, 311715
267, 58489, 66102.3, 576, 264311
268, 64795.3, 66120.7, 515, 268416
269, 61897.2, 67206.7, 359, 305234
270, 64292, 72365, 726, 334367
271, 62207.1, 61416.5, 260, 232981
272, 59798, 62080.9, 658, 236426
273, 58562.9, 61885.8, 509, 242002
274, 66586.6, 69391.9, 425, 286002
275, 63961.8, 68161.4, 351, 283463
276, 61575.8, 63261.1, 815, 281582
277, 62941.4, 65834.2, 936, 269034
278, 62148.1, 69681.8, 208, 262059
279, 63040.8, 66503.5, 555, 349558
280, 62584.4, 67218.3, 210, 248795
281, 61137.9, 63258.4, 386, 269586
282, 69024.3, 76967.6, 167, 315511
283, 61865.7, 62019.9, 697, 222916
284, 60817.9, 70246.8, 305, 322411
285, 52577.1, 56354.5, 619, 295979
286, 60552.4, 60792.6, 452, 246862
287, 63609.4, 64153.2, 468, 257269
288, 60273, 68829.6, 371, 360995
289, 62202.4, 70157.8, 397, 286042
290, 62660.4, 72602.3, 516, 345524
291, 55320.7, 63392.1, 620, 260181
292, 59069.1, 62324.6, 363, 276280
293, 67427.5, 73056.7, 289, 358130
294, 61208, 58653.6, 569, 260640
295, 71718.3, 80724.6, 208, 499486
296, 63663.7, 64829.5, 489, 261927
297, 65346.3, 68830.9, 939, 273894
298, 56440.5, 63830.4, 672, 254736
299, 61711.6, 68553.9, 705, 285305
300, 57778.9, 72886.4, 446, 326441
301, 60417, 64729.2, 616, 293116
