point, mean, stddev, min, max
0, 59183.1, 57928.3, 3724, 368906
1, 54232.5, 51634.7, 3287, 333091
2, 58586.1, 57156.5, 3657, 360132
3, 58313, 57025.1, 3522, 358536
4, 58217.7, 57050.2, 3375, 359352
5, 42874.8, 36833.8, 2773, 224587
6, 58501, 57377.9, 3156, 361771
7, 54055.1, 50957.8, 3434, 319829
8, 59041.6, 57670.6, 3821, 367421
9, 58856, 57507.4, 3901, 365470
10, 59060.8, 57643, 3779, 367542
11, 59121.8, 57726, 3712, 367451
12, 58650.4, 57510.4, 3425, 364826
13, 59227.5, 57875.5, 3761, 369143
14, 58961.1, 57661.6, 3831, 367966
15, 58660.9, 57354.5, 3621, 363720
16, 59151.5, 57876.8, 3796, 370257
17, 58814.3, 57445.5, 3636, 363525
18, 58777.2, 57369.2, 3994, 363215
19, 58413.7, 56975.6, 3917, 360032
20, 58757.3, 57528.5, 3958, 365966
21, 58494.3, 57332.2, 3784, 364622
22, 57891.3, 56528, 3401, 354766
23, 58497.6, 57199, 4039, 361132
24, 58643.3, 57396.2, 3410, 364289
25, 58474.2, 56929.7, 3636, 358325
26, 58535, 57178.2, 3875, 360793
27, 59071.3, 57759.7, 3976, 368760
28, 58790.5, 57466.5, 3533, 363726
29, 58394.1, 57046.5, 3538, 358611
30, 58289.7, 56788.9, 3408, 357089
31, 59021.5, 57616.5, 4038, 365828
32, 58694.2, 57370.6, 3190, 363511
33, 59265.7, 57825.7, 4140, 368468
34, 58463.2, 57216.8, 3464, 362172
35, 58527.7, 57151.9, 3355, 360223
36, 59139, 57787.1, 3740, 368609
37, 52317.6, 49086.7, 3172, 313706
38, 58747.1, 57257.8, 3954, 361824
39, 58817.9, 57684.5, 3747, 366955
40, 59226, 57943.2, 3887, 368656
41, 58624.7, 57213.5, 3584, 361955
42, 58809.4, 57513.7, 3571, 363954
43, 58719.7, 57338.1, 3828, 363098
44, 58647.9, 57245, 3326, 362118
45, 59089.1, 57656.4, 4023, 364808
46, 58784.2, 57459.7, 3788, 363664
47, 59178.1, 57774.8, 3533, 367657
48, 54013.4, 51758, 3474, 330253
49, 58424, 57148.7, 3720, 360449
50, 58953.1, 57515.7, 3802, 365497
51, 58830.6, 57521.3, 3809, 364930
52, 59303.6, 58006.8, 3785, 370538
53, 59338.2, 57907.4, 3837, 369429
54, 59322, 58012.5, 3966, 370360
55, 57774.7, 56311.5, 3186, 351042
56, 58734.1, 57257.5, 3916, 361772
57, 58372.4, 57252.4, 3641, 361819
58, 58794.8, 57423.6, 4028, 362117
59, 59262.4, 58030.2, 3739, 369833
60, 58911.9, 57556.9, 3408, 365668
61, 59114.5, 57709.8, 4185, 367221
62, 58969.1, 57499.5, 3980, 363158
63, 59224.4, 57839.7, 4073, 368328
64, 58540.4, 57277.4, 3600, 362909
65, 58192.4, 56954.1, 3124, 358060
66, 50756, 46896.5, 2851, 285571
67, 58870.8, 57606.1, 3830, 366694
68, 58351.6, 57007.8, 3807, 358579
69, 59326.7, 58002, 3855, 370464
70, 58700.5, 57397.5, 3755, 364125
71, 57327.1, 56063.4, 3510, 347106
72, 59041.2, 57828.2, 3802, 369063
73, 58700.6, 57401.1, 3693, 362925
74, 58610.6, 57298.8, 3697, 363503
75, 59058.9, 57723.2, 3737, 368355
76, 59209.1, 57830.8, 3860, 368617
77, 59187.5, 57799.3, 3811, 367578
78, 59157.6, 57864.3, 3942, 368509
79, 59407.2, 58056.4, 3624, 370630
80, 58817.6, 57558.4, 3909, 365394
81, 59122.4, 57810.7, 3984, 367613
82, 56052.6, 54198.6, 4358, 344524
83, 59055.6, 57723.4, 3937, 366623
84, 59128.3, 57689.9, 3802, 366080
85, 58422.6, 57083.6, 3456, 360783
86, 59201.4, 57822, 3841, 368552
87, 58562.5, 57308.2, 3715, 363234
88, 59306.6, 57868.8, 3833, 368771
89, 59351, 57913.9, 4007, 368991
90, 59460.5, 58015.1, 4036, 370623
91, 58426.1, 57019.4, 3309, 359977
92, 57807.9, 56403.3, 3560, 354149
93, 59232.9, 57804.8, 3841, 368959
94, 58367.9, 56979.6, 3466, 359165
95, 57919.5, 56454.4, 3152, 352906
96, 59502.7, 58108, 4041, 372057
97, 58478.2, 57052.8, 2781, 359009
98, 58747.3, 57313.7, 3706, 362391
99, 58596.7, 57331.1, 3490, 362504
100, 59113, 57806.9, 3784, 367452
101, 57462.8, 55974, 3087, 347043
102, 58555.5, 57366.8, 3907, 363204
103, 58982.2, 57688.8, 3735, 366854
104, 57937.2, 56802.7, 3664, 356477
105, 59051.7, 57606.1, 3813, 365566
106, 59153.2, 57881.9, 3750, 369129
107, 59465.9, 58046.3, 3934, 371294
108, 59215.9, 57847.6, 4070, 369352
109, 58813.3, 57410.5, 3842, 363844
110, 59047.9, 57636.4, 3646, 365935
111, 58533.4, 57198.6, 3583, 361149
112, 58722.6, 57259.6, 3649, 362318
113, 59320.7, 57931.8, 4071, 369430
114, 58445.1, 57090, 3090, 360618
115, 58850.2, 57506.2, 3809, 364289
116, 58998.5, 57632.5, 3695, 365987
117, 58765.2, 57447.4, 3430, 364159
118, 59142.3, 57692.7, 3653, 368052
119, 58787.1, 57620, 3596, 366573
120, 58574.3, 57290.9, 3579, 363835
121, 58941.4, 57607.4, 3819, 366434
122, 59070.4, 57811.1, 3887, 367862
123, 54492.5, 51420, 3505, 319165
124, 58613.4, 57302.1, 3371, 361499
125, 53185.6, 49861.4, 3468, 315873
126, 59574.8, 58221, 4013, 373145
127, 59006.9, 57683.8, 3803, 367673
128, 58990.7, 57621.2, 3898, 366126
129, 58444, 56960.2, 3470, 359477
130, 59325.4, 57983.4, 3813, 369991
131, 59147.4, 57831.2, 3777, 368997
132, 59052.4, 57850.3, 4098, 368311
133, 59150.6, 57833.5, 3793, 367601
134, 59096.6, 57666, 3997, 366541
135, 52317.6, 48882.9, 3457, 306905
136, 58903.3, 57469, 3791, 364583
137, 58166.3, 56769.3, 3372, 355496
138, 58644.9, 57392.5, 3876, 364694
139, 58301.3, 56983.1, 3742, 358442
140, 59048.2, 57728.2, 4149, 367949
141, 59052.3, 57744.2, 3724, 367396
142, 58583.4, 57276.4, 3625, 362234
143, 58953.9, 57726.7, 3639, 367639
144, 58075.7, 56613.4, 3183, 355110
145, 58976.1, 57651.7, 3952, 365590
146, 58875.9, 57506.9, 4013, 365029
147, 58900.6, 57606.1, 3578, 365700
148, 58058.5, 56815.2, 3646, 358239
149, 57632.1, 56276.3, 3278, 351812
