point, mean, stddev, min, max
0, 5.75, 5.13493, 1, 20
1, 4.57, 3.95033, 1, 15
2, 5.15, 4.73788, 1, 22
3, 5.47, 4.94056, 1, 20
4, 5, 5.11859, 1, 27
5, 5.45, 4.59647, 1, 22
6, 5.33, 5.25748, 1, 29
7, 5.45, 5.17953, 1, 23
8, 5.67, 5.36107, 1, 20
9, 5.18, 5.01075, 1, 25
10, 5.36, 4.79066, 1, 23
11, 4.91, 4.31994, 1, 20
12, 5.56, 5.35224, 1, 26
13, 5.01, 4.35315, 1, 17
14, 5.47, 5.16615, 1, 22
15, 5.12, 4.91178, 1, 23
16, 5.47, 4.9284, 1, 21
17, 5.09, 4.7394, 1, 21
18, 5.15, 4.57247, 1, 21
19, 5.83, 4.92352, 1, 19
20, 5.11, 4.8454, 1, 19
21, 5.43, 5.4484, 1, 35
22, 5.28, 5.02808, 1, 21
23, 4.94, 4.62778, 1, 24
24, 5.49, 4.95277, 1, 19
25, 5.46, 5.04662, 1, 24
26, 4.7, 4.3, 1, 18
27, 5.52, 5.60799, 1, 24
28, 5.82, 5.0406, 1, 24
29, 4.97, 3.97355, 1, 14
30, 5.27, 5.01967, 1, 24
31, 5.27, 5.30633, 1, 21
32, 4.98, 4.66472, 1, 20
33, 5.15, 4.6095, 1, 21
34, 5.22, 5.03504, 1, 22
35, 5.73, 5.21125, 1, 21
36, 5.69, 4.87174, 1, 21
37, 5.26, 4.45111, 1, 17
38, 4.94, 4.52729, 1, 25
39, 5.33, 5.13625, 1, 22
40, 5.33, 4.77924, 1, 20
41, 5.35, 4.67199, 1, 18
42, 5.28, 5.22318, 1, 25
43, 4.97, 4.09989, 1, 13
44, 4.94, 4.50737, 1, 19
45, 5.22, 5.03901, 1, 21
46, 5.01, 4.1073, 1, 15
47, 5.4, 5.12835, 1, 21
48, 5.46, 5.14863, 1, 19
49, 5.65, 5.49067, 1, 22
50, 4.8, 4.05463, 1, 18
51, 4.91, 4.40022, 1, 20
52, 5.61, 5.6016, 1, 31
53, 5.77, 5.9344, 1, 27
54, 5.78, 5.45817, 1, 28
55, 5.13, 4.65329, 1, 20
56, 5.25, 5.20649, 1, 30
57, 4.9, 4.59238, 1, 21
58, 5.54, 5.47617, 1, 24
59, 5.17, 4.91743, 1, 20
60, 5.78, 4.98915, 1, 21
61, 5.28, 4.45439, 1, 17
