point, mean, stddev, min, max
0, 1789.82, 1362.18, 113, 7906
1, 2287.81, 1653.91, 169, 9747
2, 2489.09, 1765.57, 220, 9871
3, 1778.91, 1437.38, 129, 9091
4, 2282.8, 1681.35, 84, 8974
5, 2356.42, 1640.3, 217, 9221
6, 2075.26, 1558.73, 172, 8920
7, 2182.96, 1650.19, 135, 9253
8, 2471.98, 1735.15, 239, 9269
9, 2400.68, 1731.11, 205, 9494
10, 1913.02, 1480.61, 124, 8615
11, 1873.27, 1471.64, 122, 8868
12, 2249.19, 1599.11, 104, 8311
13, 1862.16, 1345.06, 166, 8165
14, 1907.26, 1437.02, 141, 8259
15, 2259.64, 1670.26, 192, 9635
16, 1453.13, 1085.46, 74, 5898
17, 1963.85, 1534.77, 146, 9246
18, 2085.35, 1514.01, 133, 8522
19, 2193.25, 1651.55, 224, 9492
20, 2431.04, 1786.17, 159, 9885
21, 1912.61, 1459.37, 223, 8817
22, 2546.63, 1780.91, 219, 10227
23, 2114.68, 1488.48, 227, 8335
24, 2058.95, 1505.97, 92, 8933
25, 2184.91, 1544.31, 212, 8774
26, 1098.42, 770.498, 41, 3549
27, 2334.88, 1697.04, 183, 9785
28, 2625.92, 1833.87, 247, 10218
29, 2572.55, 1762.99, 253, 9857
30, 2453.71, 1762.41, 250, 10051
31, 1506.49, 1060.66, 139, 5352
32, 1454.63, 1109, 106, 8094
33, 2448.3, 1764.52, 230, 10361
34, 2387.52, 1728.99, 215, 10105
35, 1627.18, 1187.89, 175, 5968
36, 2418.62, 1729.07, 224, 10269
37, 1786.63, 1331.85, 107, 8980
38, 2386.13, 1620.76, 163, 8547
39, 2583.23, 1794.36, 218, 9798
40, 1721.12, 1267.82, 213, 7863
41, 1865.24, 1314.45, 193, 7293
42, 2052.03, 1475.74, 117, 8232
43, 2329.94, 1740.01, 110, 9306
44, 1918.34, 1349.45, 148, 7301
45, 1570.56, 1230.45, 92, 8401
46, 2184.59, 1523.53, 154, 7795
47, 2419.66, 1760.64, 199, 9919
48, 2423.04, 1758.73, 271, 10193
49, 2088.9, 1584.18, 137, 8871
50, 2415.04, 1724.48, 119, 8982
51, 2346.61, 1640.14, 196, 9669
52, 2217.26, 1593.58, 109, 9050
53, 2008.38, 1482.1, 135, 7502
54, 2555.3, 1792.24, 265, 9624
55, 1998.03, 1448.41, 151, 8553
56, 2248.77, 1687.68, 150, 10240
57, 1988.08, 1470, 123, 8502
58, 1649.83, 1278.2, 74, 7817
59, 2271.45, 1648.22, 127, 8884
