point, mean, stddev, min, max
0, 678.81, 618.965, 29, 2802
1, 672.05, 607.717, 34, 2764
2, 687.75, 611.345, 27, 2809
3, 658.48, 604.325, 19, 2788
4, 686.27, 610.472, 35, 2786
5, 673.31, 609.097, 26, 2774
6, 686.3, 610.875, 25, 2810
7, 656.73, 605.8, 24, 2784
8, 688.11, 613.239, 27, 2803
9, 692.84, 613.013, 31, 2803
10, 665.15, 607.204, 29, 2793
11, 674.96, 608.676, 22, 2818
12, 671.9, 608.04, 18, 2780
13, 682.43, 612.302, 30, 2805
14, 679.71, 609.455, 26, 2799
15, 677.32, 610.627, 30, 2840
16, 696.54, 611.817, 26, 2823
17, 678.2, 610.426, 27, 2797
18, 667.2, 605.243, 22, 2789
19, 672.87, 607.887, 23, 2795
20, 681.56, 610.85, 26, 2820
21, 690.46, 610.112, 31, 2831
22, 674.6, 607.193, 27, 2765
23, 673.11, 609.376, 25, 2820
24, 693.16, 612.817, 24, 2849
25, 678.11, 610.597, 27, 2818
26, 687.45, 610.858, 30, 2809
27, 667.9, 607.925, 20, 2782
28, 685.48, 611.751, 31, 2822
29, 675.6, 610.109, 25, 2798
30, 684.85, 610.163, 28, 2825
31, 687.21, 613.306, 37, 2818
32, 679.99, 618.506, 30, 2779
33, 677.27, 606.705, 27, 2782
34, 683.29, 611.936, 30, 2823
35, 686.7, 610.616, 31, 2810
36, 675.2, 610.364, 23, 2819
37, 679, 611.005, 22, 2798
38, 680.59, 609.222, 32, 2785
39, 683.02, 610.341, 33, 2824
40, 682.04, 609.674, 29, 2793
41, 665.63, 604.256, 21, 2794
42, 696.5, 617.493, 18, 2805
43, 676.05, 607.159, 26, 2795
44, 669.38, 607.228, 24, 2793
45, 662.86, 606.376, 35, 2786
46, 694.4, 612.804, 29, 2815
47, 666.84, 608.239, 23, 2800
48, 693.25, 609.794, 37, 2813
49, 688.13, 612.753, 25, 2829
50, 696.63, 615.309, 28, 2833
51, 676.96, 610.315, 30, 2798
52, 683.75, 609.942, 29, 2788
53, 684.02, 611.98, 30, 2818
54, 680.76, 609.19, 36, 2833
55, 660.95, 604.027, 32, 2769
56, 689.46, 609.288, 26, 2802
57, 683.58, 609.967, 26, 2803
58, 675.49, 608.184, 29, 2810
59, 684.33, 609.907, 32, 2810
60, 689.65, 615.747, 23, 2789
61, 666.93, 608.882, 22, 2808
62, 683.29, 610.857, 18, 2804
63, 680.93, 613.649, 25, 2817
64, 665.28, 605.853, 30, 2777
65, 682.48, 609.518, 32, 2812
66, 671.1, 608.553, 27, 2796
67, 680.2, 611.311, 27, 2800
68, 664.66, 607.142, 31, 2778
69, 672.26, 606.104, 28, 2790
70, 688.86, 611.511, 25, 2823
71, 682.21, 609.107, 37, 2811
72, 679.38, 610.764, 32, 2826
73, 687.27, 609.672, 27, 2807
74, 702.77, 614.578, 30, 2818
75, 683.25, 611.256, 27, 2812
76, 691.35, 615.15, 23, 2812
77, 679.76, 607.288, 31, 2791
78, 687.96, 611.909, 26, 2815
79, 681.76, 612.728, 22, 2798
80, 674.62, 607.631, 35, 2796
81, 679.51, 608.733, 31, 2781
82, 679.1, 610.681, 28, 2803
83, 676.78, 608.223, 21, 2809
84, 666.23, 606.103, 24, 2769
85, 683.08, 610.154, 29, 2811
86, 677.06, 609.517, 28, 2824
87, 688.62, 611.57, 34, 2817
88, 663.7, 604.993, 29, 2775
89, 682.57, 613.365, 32, 2822
90, 674.32, 609.056, 27, 2797
91, 662.35, 608.868, 18, 2770
92, 680.21, 610.153, 21, 2810
93, 678.46, 609.24, 27, 2776
94, 659.3, 604.998, 24, 2814
95, 685.28, 611.057, 21, 2813
96, 687.55, 611.598, 24, 2831
97, 677.41, 607.744, 20, 2774
98, 680.73, 609.807, 34, 2819
99, 694.34, 612.234, 25, 2812
100, 691.26, 612.875, 36, 2809
101, 686.25, 613.432, 26, 2831
102, 674.29, 607.663, 26, 2793
103, 687.44, 611.873, 31, 2801
104, 678.66, 609.616, 20, 2803
105, 677.13, 610.803, 19, 2821
106, 666.87, 605.543, 29, 2769
107, 666.22, 605.633, 27, 2768
108, 666.91, 609.128, 31, 2795
109, 668.97, 607.588, 28, 2805
110, 668, 606.521, 24, 2787
111, 687.17, 612.032, 16, 2811
112, 676.86, 609.426, 27, 2817
113, 688.01, 611.728, 35, 2802
114, 690.77, 612.345, 35, 2825
115, 699.39, 615.258, 34, 2814
116, 686.86, 613.149, 30, 2833
117, 674.8, 609.035, 30, 2789
118, 685.37, 610.327, 31, 2822
119, 679.5, 610.946, 26, 2825
120, 674.07, 610.162, 23, 2784
121, 676.73, 610.667, 34, 2834
122, 667.94, 608.665, 25, 2815
123, 672.72, 608.786, 21, 2794
124, 670.56, 606.189, 32, 2774
125, 670.22, 609.157, 31, 2772
126, 700.77, 614.397, 42, 2822
127, 677.67, 610.196, 28, 2805
128, 662.11, 609.906, 29, 2781
129, 678.28, 609.923, 30, 2831
130, 659.28, 606.336, 19, 2772
131, 676, 608.485, 19, 2808
132, 669.74, 604.956, 28, 2775
133, 691.87, 612.94, 34, 2813
134, 662.35, 605.172, 24, 2778
135, 684.34, 608.96, 25, 2778
136, 681.17, 610.676, 23, 2803
137, 688.51, 612.789, 36, 2813
138, 691, 613.563, 37, 2818
139, 684.95, 611.226, 31, 2828
140, 691.9, 612.226, 23, 2827
141, 690.22, 617.987, 34, 2808
142, 669.25, 605.457, 21, 2759
143, 700.17, 613.126, 36, 2840
144, 692.1, 611.592, 30, 2811
145, 693.7, 613.859, 21, 2835
146, 677.05, 609.82, 20, 2794
147, 695.1, 613.869, 30, 2824
148, 680.91, 609.199, 19, 2819
149, 680.2, 610.98, 32, 2841
150, 675.33, 615.672, 16, 2822
151, 670.47, 608.049, 29, 2809
152, 683.39, 611.227, 28, 2791
153, 664.48, 604.219, 28, 2772
154, 697.04, 616.784, 27, 2815
155, 686.33, 612.528, 27, 2797
156, 688.84, 613.557, 27, 2827
157, 691.94, 612.889, 26, 2800
158, 688.3, 614.059, 33, 2814
159, 679.79, 610.783, 27, 2795
160, 673.8, 607.731, 28, 2816
161, 662.97, 607.745, 26, 2771
162, 693.23, 612.23, 31, 2819
163, 676.16, 606.96, 27, 2799
164, 679.04, 610.241, 28, 2797
165, 663.56, 606.62, 35, 2795
166, 656.82, 602.413, 22, 2751
167, 680.01, 611.673, 20, 2812
168, 687.2, 611.369, 35, 2845
169, 681.26, 609.716, 34, 2800
170, 679.4, 610.253, 24, 2818
171, 678.54, 612.152, 30, 2800
172, 681.88, 612.593, 24, 2812
173, 685.34, 609.259, 30, 2822
174, 675.18, 608.047, 23, 2809
175, 691.14, 613.515, 32, 2812
176, 681.53, 611.346, 30, 2820
177, 688.14, 610.282, 30, 2811
178, 673.95, 609.776, 24, 2799
