point, mean, stddev, min, max
0, 52180.7, 49175.2, 1444, 198698
1, 47682.3, 43873, 948, 164547
2, 44994, 40875.7, 773, 162983
3, 45982.9, 40815.3, 1645, 149974
4, 45557.1, 41925.5, 871, 161333
5, 44319, 41538.1, 1258, 161548
6, 46916.7, 42825.4, 1802, 189826
7, 46750.4, 44900.8, 1635, 178746
8, 44673.1, 41475.2, 855, 186759
9, 43773.1, 38866.5, 1377, 149282
10, 46263.8, 43098, 949, 208311
11, 46318.8, 44337.5, 852, 179967
12, 45218.9, 44623.7, 521, 248695
13, 46355.7, 43262.1, 618, 155472
14, 43211.6, 39653.1, 1337, 154821
15, 46980.1, 45403.8, 1374, 219850
16, 47699.8, 43399.4, 1579, 174006
17, 42644.6, 38355.8, 959, 146126
18, 43860.1, 38245.2, 1886, 159883
19, 44518.2, 44031.7, 1005, 191097
20, 45771.8, 41555.3, 1430, 178074
21, 47346.9, 43688.6, 1561, 161973
22, 45531.8, 42890.3, 940, 195956
23, 43650, 38756, 1030, 136231
24, 42614.8, 38572.4, 1097, 187270
25, 42252.6, 37611.3, 1479, 151553
26, 44765.7, 41245.5, 1408, 148352
27, 44896.2, 40544.8, 2075, 154186
28, 48413.7, 43362, 1415, 175378
29, 45642, 42198.9, 1365, 174606
30, 46641, 44011.7, 1360, 171283
31, 45076.9, 40832.9, 1547, 169045
32, 44815.7, 42225.1, 760, 149398
33, 45165.1, 42502.6, 1287, 164703
34, 43481.3, 40490.8, 1114, 174947
35, 44002.7, 41067.1, 920, 174181
36, 45821.6, 42698.5, 1042, 158202
37, 46069.9, 43307, 468, 156777
38, 45992.3, 43066.4, 1713, 191277
39, 46749.8, 42539, 1297, 150206
40, 46959.9, 43286, 920, 160973
41, 41507.1, 37297.3, 721, 148264
42, 43827.4, 40685.7, 1648, 161664
43, 45495.2, 41490.7, 1403, 164009
44, 44023.1, 41998, 1040, 195981
45, 42431.2, 39964.3, 1153, 153391
46, 45698.8, 42368.3, 1008, 153521
47, 44584.9, 41163.9, 1542, 170186
48, 45333.7, 43763.4, 866, 173547
49, 43539.8, 41272.5, 788, 159958
50, 45511.9, 43848.2, 1496, 179379
51, 46095.1, 43401.4, 1151, 173330
52, 47112.1, 44214.1, 1152, 162623
53, 44378.3, 40262.2, 1864, 143040
54, 46775.9, 43716.9, 915, 164865
55, 44174.5, 40491.6, 731, 147819
56, 43564.7, 40462.5, 974, 153589
57, 44536.5, 41184.8, 1136, 152343
58, 44552.4, 41146, 1083, 148089
59, 45098.9, 43643.2, 767, 236718
60, 44987, 40242.2, 1649, 153532
61, 42415.8, 39210.2, 896, 182624
62, 45298.7, 42108.6, 1541, 176197
63, 45655, 42516.8, 698, 149834
64, 43302.6, 39250, 1017, 177372
65, 44130.3, 42902.9, 1521, 193092
66, 46356.4, 42426.6, 1117, 157088
67, 46749.2, 42916.2, 493, 149357
68, 44273.8, 40719.6, 1811, 142289
69, 42986.6, 38990.1, 1246, 160903
70, 49394.3, 48419.1, 884, 208014
71, 46675.6, 43736.3, 1156, 187496
72, 43319.6, 38961.3, 1010, 146453
73, 45288.9, 41942.9, 1893, 185691
74, 43401.7, 39811, 1235, 153614
75, 44390.6, 40346.8, 1862, 144202
76, 45990.7, 43762.2, 1766, 165854
77, 44858.2, 38482.4, 1463, 140084
78, 44645.7, 40398.9, 1317, 165194
79, 47404.7, 44157.6, 1445, 174261
80, 44404.5, 41403.5, 1064, 165729
81, 42254.3, 38293.7, 1609, 141375
82, 44389.8, 39352, 794, 151418
83, 47120.1, 44232.8, 1236, 182825
84, 41681.1, 36252.9, 1043, 145981
85, 46857.1, 43983.1, 1223, 217491
86, 47942.9, 45537.4, 1272, 195308
87, 43732.2, 40529.1, 1846, 149425
88, 46827.5, 44714.8, 781, 163327
89, 44000.9, 42319.8, 483, 177416
90, 44965.4, 41822.8, 671, 155201
91, 42816.6, 37589.9, 1335, 155192
92, 44952.6, 43492.7, 1317, 187956
93, 47306.5, 44607.3, 1798, 207115
94, 44161.3, 40936.3, 1067, 177371
95, 47557.3, 45191.5, 1217, 178106
96, 43616.2, 41597.6, 1112, 164698
97, 44216.1, 40045.2, 1190, 146698
98, 45499.2, 41267.5, 581, 188434
99, 45166.6, 41945, 1475, 192417
100, 46148.4, 43399.5, 1129, 170954
101, 45379.2, 44109.6, 897, 176569
102, 43114.5, 37121.6, 1243, 145609
103, 45274.2, 41460.7, 1585, 167394
104, 47821.1, 43869.2, 979, 154467
105, 45294.1, 42425.6, 1113, 169019
106, 46497.2, 43702.4, 1505, 198273
107, 45500.6, 42834, 1686, 186696
108, 44845.6, 40791.9, 1528, 174821
109, 43149.4, 37876, 1539, 155706
110, 47323.6, 46514.5, 1077, 216084
111, 42406.6, 36809.8, 1641, 129521
112, 45419.4, 42799.8, 812, 178511
113, 45846.6, 41297.9, 1305, 164519
114, 44346.6, 41584.8, 1121, 225576
115, 43557.4, 39951.5, 845, 146264
116, 45666.4, 42152.7, 1245, 148644
117, 46416.3, 41619.8, 1047, 165283
118, 46303.8, 44491.5, 1590, 181223
119, 44776.1, 39753.5, 1137, 154006
120, 46691.5, 43897.9, 1210, 211564
121, 46852.6, 43567.1, 692, 168180
122, 44979.8, 41560.8, 1267, 153498
123, 46039.1, 44119, 1894, 164709
124, 45908.3, 42610.6, 1331, 163340
125, 46584, 43134.3, 820, 179321
126, 45537.4, 41721.3, 1023, 152842
127, 47342.6, 44599, 1551, 187873
128, 45214.2, 40204.4, 1658, 141519
129, 44099.2, 40736.8, 1085, 158751
130, 44101.9, 39189.2, 1343, 147956
131, 45459, 41618.2, 1513, 168910
132, 45642.1, 42163.8, 1407, 175456
133, 43949.9, 38843.2, 878, 131239
134, 46367.7, 43611.5, 1433, 163726
135, 43092.6, 39160.4, 1083, 156176
136, 48088, 44912.2, 1019, 185161
137, 45168, 43213.6, 836, 200637
138, 46686.7, 44258.2, 1878, 172784
139, 45756.7, 43767.7, 972, 208319
140, 48006.2, 45379.5, 2110, 228397
141, 44974.1, 41276.6, 1547, 173629
142, 46521.9, 41840.8, 1400, 153338
143, 45189.4, 40683.7, 1084, 168364
144, 45581.8, 42332.4, 1125, 153849
145, 45251.8, 42786.1, 1403, 202016
146, 46234.2, 43044.9, 1049, 149816
147, 46977.1, 42912.3, 2152, 159508
148, 45939.4, 43379.9, 1314, 209178
149, 45417.3, 42640.9, 1297, 159329
150, 47577.3, 47409.2, 1069, 198729
151, 46651.1, 48327.3, 666, 266222
152, 45601.9, 41740, 1363, 168758
153, 45213.3, 41046.8, 2012, 152446
154, 46010.2, 44792.9, 1023, 218618
155, 44302.3, 41371, 1734, 168735
156, 46223.1, 44037.8, 1215, 182038
157, 45331.6, 43087.2, 1068, 175290
158, 43613.7, 39594.8, 1259, 144221
159, 45898.8, 42408.9, 1121, 155110
160, 44364.8, 39843.4, 1019, 136796
161, 45177.1, 39353.3, 1189, 134602
162, 44997, 42120.2, 690, 171222
163, 45211.1, 43995.5, 1267, 185405
164, 45312.5, 43867.1, 804, 211364
165, 45239.2, 41726.6, 1201, 165505
166, 45525.7, 43653.4, 1534, 194501
167, 45776.2, 42092.4, 1971, 166055
168, 44832.3, 41858.5, 1572, 165860
169, 45314.1, 42304.7, 1267, 180221
170, 46065.5, 42920, 1067, 168489
171, 45130.5, 40774.4, 1257, 188691
172, 47617.9, 46157.5, 1097, 244511
173, 44562.4, 40699.8, 1105, 160680
174, 45131.9, 42525.3, 1204, 167880
175, 47913.9, 46560.3, 1225, 172279
176, 45411.8, 39401.7, 1722, 173191
177, 46849.9, 43544.9, 1756, 187803
178, 45450.6, 40795.6, 1133, 136208
179, 47798.7, 45730.7, 1519, 183888
180, 47520.3, 46130.8, 1974, 238122
181, 45039.6, 43101.9, 1372, 170538
182, 46074.9, 43593.7, 1259, 184347
183, 47329.8, 45279.4, 1658, 182374
184, 45964.6, 43607.3, 1278, 185064
185, 46069.1, 43583.9, 709, 182330
186, 44320.5, 42087.6, 1080, 193431
187, 45856.9, 43293.3, 982, 179440
188, 45375.3, 42405, 1906, 161237
189, 46839.5, 43245.4, 1293, 154820
190, 46319, 43555.9, 1023, 160888
191, 46416.6, 43439, 1054, 185967
192, 46412.8, 42877.1, 1740, 163450
193, 45025.6, 42834.3, 922, 164064
194, 48323.5, 44963.6, 882, 188850
195, 45273.4, 44650.9, 1076, 222669
196, 46507.8, 44114.2, 1452, 182158
197, 47952.4, 45615.3, 1410, 225265
198, 46467.6, 42459.7, 1253, 171510
199, 46275.7, 42365.8, 994, 166796
200, 44309.1, 40164.2, 1079, 172341
201, 46429.1, 43669.3, 1361, 165374
202, 44820.7, 40476.3, 421, 164724
203, 44880, 40939.1, 1489, 160610
204, 47222, 47551.7, 1182, 195768
205, 45728.1, 42758.9, 2092, 174882
206, 45055.2, 41859.8, 1125, 184121
207, 45080.3, 43376.5, 1018, 163829
208, 44807, 43512.4, 996, 187279
209, 46431.3, 43600.5, 1532, 173035
210, 45657.9, 40962.7, 1341, 157873
211, 44638.1, 40081.6, 943, 157472
212, 48637.5, 45900.4, 883, 169057
213, 44477.1, 42727.6, 1309, 174486
214, 44771, 40517, 1022, 171815
215, 46524.5, 42582.3, 1766, 165960
216, 47284, 42169.3, 1724, 161012
217, 47313.7, 43620.4, 807, 183346
218, 44572.2, 40522.4, 1927, 191050
219, 45739.9, 41120.2, 1518, 166949
220, 46921.8, 44348.4, 1036, 172815
221, 47420.1, 45607.2, 1231, 168651
222, 47478.5, 48347.9, 1140, 224646
223, 45550.9, 42622.9, 939, 176274
224, 47953.2, 46581.6, 2304, 233396
225, 47259, 46117.1, 2212, 183214
226, 45003, 41616.7, 605, 158935
227, 46600.8, 41879.8, 1516, 149094
228, 49025.8, 46767, 943, 176996
229, 46882.1, 43176.8, 1182, 179245
230, 45067.1, 43082.2, 1038, 170266
231, 46828.9, 46258, 865, 211874
232, 44640.3, 41694.5, 1063, 155955
233, 42198.7, 38983.5, 1020, 141946
234, 45776.3, 43813.1, 1198, 213135
235, 46638.5, 44691.8, 1588, 201111
236, 44750.4, 40854.2, 749, 195187
237, 45839, 42822.6, 1042, 155184
238, 44801.9, 40939.4, 1355, 150335
239, 48655.6, 44883.3, 1056, 160489
240, 45312.1, 42495.3, 1440, 154397
241, 47872.4, 46741.8, 1084, 201811
242, 47022.8, 43678.4, 1330, 192173
243, 44723.1, 41345.7, 1450, 212427
244, 46477.5, 44477.5, 1634, 192536
245, 45659.9, 41699, 1831, 184442
246, 47006.8, 43909, 1428, 179693
247, 46785.7, 43726.1, 782, 207035
248, 46271.7, 43129.6, 1043, 165531
249, 45570, 42559.2, 794, 156397
250, 46284.8, 43809.8, 1010, 184430
251, 45254.8, 41714.5, 1110, 157098
252, 44093.4, 41069, 802, 151197
253, 45145.7, 41647, 1432, 169893
254, 45136.8, 40003.1, 1365, 151862
255, 44918.9, 43780.5, 1664, 210923
256, 44148.6, 41883, 1219, 164798
257, 44937.2, 42565.3, 596, 147787
258, 42505.8, 38785.1, 1089, 179680
259, 45833.2, 43775.5, 1273, 170180
260, 49871.1, 49740.5, 1037, 275834
261, 45792.2, 42628.8, 1307, 169710
262, 48205, 46544.4, 1264, 234463
263, 47625.6, 45397.2, 1696, 174244
264, 44758.6, 39509.1, 870, 159622
265, 45714.5, 41141, 558, 157875
266, 46046.5, 43407.5, 1284, 183098
267, 47187.6, 44422, 1623, 224356
268, 45691.4, 41400.8, 887, 149392
269, 45474.5, 42172.1, 1398, 191820
270, 47403.5, 45081.3, 1471, 191248
271, 48118.8, 44669.9, 1115, 176922
272, 46377.4, 41235.1, 1075, 159170
273, 46121.1, 42751, 1473, 157299
274, 46685.9, 44462.3, 1215, 217831
275, 46033.2, 44381.3, 595, 218504
276, 44424.4, 39556.5, 1024, 159882
277, 45186.7, 41068, 913, 160354
278, 46414.3, 44392.4, 1586, 209001
279, 47697.2, 45207.5, 972, 199655
280, 45370, 41095.8, 1162, 145228
281, 44902.1, 40214.9, 892, 158598
282, 45785.1, 40891.1, 1186, 165207
283, 44284.9, 41798.9, 1378, 179331
284, 47156.2, 46315.2, 1145, 191333
285, 46122.7, 42155.8, 943, 195966
286, 43510.1, 38735.4, 642, 139715
287, 47274.9, 43466.5, 1739, 183824
288, 43169.6, 37867.9, 659, 138718
289, 46313.9, 42938.4, 1254, 198828
290, 45426.4, 43335.4, 1615, 225589
291, 44700.9, 39208, 1563, 158494
292, 45338.1, 44406.6, 1204, 191249
293, 45105.1, 42619.3, 1109, 177102
294, 46600.6, 43742.1, 826, 184581
295, 47878.7, 44982.3, 2122, 158459
296, 48489.4, 46466.3, 1404, 186143
297, 44428.7, 40096.2, 795, 150770
298, 46275.8, 44277.4, 986, 171678
299, 44352.1, 41276.5, 1582, 175427
300, 46962.6, 43041.7, 1178, 178854
301, 46723, 44779.5, 1405, 172536
302, 44404, 41204.4, 1576, 190984
303, 45819.6, 42599.1, 1261, 172330
304, 45999.9, 42312.9, 1668, 173487
305, 46165.6, 45349.5, 1445, 178239
306, 45666.2, 41359.8, 1808, 156297
307, 46779.6, 44443.6, 1732, 181943
308, 44824.8, 43242, 1887, 171836
309, 45341.1, 42163.8, 893, 185235
310, 46463.3, 42806.5, 1974, 175650
311, 44604.6, 41640.9, 1197, 156042
312, 45364.6, 41752.8, 313, 173332
313, 45901.5, 43864, 1648, 182248
314, 45354.1, 40861, 1386, 183498
315, 44043.7, 40219.7, 844, 157214
316, 46568.9, 44040.8, 917, 190320
317, 45221, 40910.2, 1649, 162803
318, 47425.3, 43854.7, 953, 170823
319, 46770.8, 44857.4, 1264, 179632
320, 46452.2, 43742.6, 1483, 162424
321, 46518.6, 43479, 1226, 185237
322, 47136.8, 44427.2, 1163, 163335
323, 47508.1, 44368.5, 1691, 188199
324, 47070.4, 42599.4, 1287, 171314
325, 48375.6, 46830.5, 1401, 203508
326, 43474.7, 38958.5, 602, 156057
327, 47147.2, 43972.4, 1462, 181021
328, 45891.8, 46495.6, 1089, 268105
329, 45790.8, 42123.5, 1471, 177731
330, 44711.7, 40680.1, 1281, 175326
331, 43713.1, 40286, 991, 151926
332, 48104.6, 46807.9, 1859, 176712
333, 48070.8, 46225.8, 1212, 203767
334, 44258.9, 38186.7, 1934, 142957
335, 47166.1, 43350, 767, 211087
336, 45468.2, 43469.1, 1199, 187338
337, 43982.6, 39989.6, 1251, 149487
338, 48993.1, 49122.4, 1168, 223756
339, 45432.9, 41518.6, 755, 199971
340, 45342.5, 40604.7, 857, 169327
341, 46768.2, 43028, 1281, 169218
342, 45229.3, 42588.9, 859, 160719
343, 46163.7, 43593, 1527, 188102
344, 46686.1, 44335.9, 957, 223585
345, 48461.2, 46526.5, 1596, 202467
346, 47273.4, 42862.5, 1748, 154249
347, 46797.5, 43933.8, 1410, 188941
348, 44533, 41324.6, 1571, 203799
349, 46841, 43911.5, 2050, 200968
350, 44968, 41664.7, 1414, 203764
