point, mean, stddev, min, max
0, 338.97, 177.187, 34, 878
1, 311.37, 166.7, 45, 764
2, 261.66, 147.379, 22, 697
3, 323.54, 166.122, 35, 752
4, 251.7, 127.357, 22, 589
5, 308.2, 158.751, 38, 650
6, 261.93, 134.789, 39, 656
7, 314.95, 166.098, 24, 862
8, 379.85, 192.502, 53, 912
9, 243.97, 129.448, 27, 615
10, 326.29, 166.823, 34, 745
11, 366.8, 186.437, 54, 894
12, 341.93, 185.657, 43, 866
13, 314.64, 158.699, 50, 870
14, 293.78, 160.607, 28, 679
15, 320.49, 170.051, 53, 742
16, 359.19, 180.075, 47, 872
17, 280.7, 139.05, 29, 644
18, 232.42, 128.641, 28, 623
19, 310.83, 163.976, 18, 754
20, 334.03, 167.385, 25, 744
21, 292.27, 148.177, 9, 706
22, 318.51, 163.609, 30, 781
23, 305.05, 165.323, 32, 660
24, 350.61, 175.124, 37, 793
25, 365.31, 187.168, 54, 927
26, 309.39, 162.808, 27, 722
27, 253.78, 132.328, 27, 523
28, 297.2, 151.12, 26, 624
29, 374.48, 187.183, 44, 843
30, 324.66, 172.711, 40, 831
31, 328.26, 163.674, 24, 762
32, 334.77, 173.719, 42, 819
33, 314.38, 160.252, 30, 686
34, 328.94, 167.992, 15, 799
35, 314.24, 163.267, 13, 699
36, 278.07, 134.831, 36, 601
37, 396.99, 191.929, 61, 768
38, 367.68, 186.048, 40, 820
39, 407.44, 203.106, 53, 929
40, 350.22, 175.504, 38, 844
41, 394.82, 208.67, 46, 983
42, 343.44, 167.308, 28, 715
43, 285.49, 150.753, 21, 819
44, 373.19, 192.851, 44, 1005
45, 316.84, 158.392, 31, 807
46, 377.18, 192.081, 54, 920
47, 369.28, 178.796, 41, 872
48, 204.61, 114.216, 23, 653
49, 356.91, 181.205, 28, 873
50, 350.63, 175.72, 39, 906
51, 307.73, 166.896, 48, 900
52, 348.13, 176.561, 37, 781
53, 355.37, 187.794, 54, 918
54, 277.4, 141.007, 35, 639
55, 337.55, 178.453, 33, 821
56, 216.5, 121.965, 27, 629
57, 311.27, 152.265, 41, 704
58, 265.26, 138.638, 21, 713
59, 301.46, 158.252, 39, 724
60, 252.37, 127.987, 32, 609
61, 372.61, 189.241, 54, 901
62, 399.4, 199.772, 47, 982
63, 268.37, 152.909, 8, 745
64, 351.27, 175.722, 38, 787
65, 352.92, 181.211, 44, 854
66, 266.72, 135.745, 34, 643
67, 348.27, 173.136, 49, 820
68, 300.51, 163.316, 27, 742
69, 313.56, 160.111, 28, 754
70, 345.78, 180.309, 28, 772
71, 268.64, 151.898, 30, 684
72, 374.45, 194.146, 43, 970
73, 311.36, 165.86, 31, 760
74, 352.1, 184.88, 30, 858
75, 368.17, 187.341, 53, 824
76, 375.33, 192.041, 52, 831
77, 280.25, 155.618, 32, 739
78, 261.93, 146.418, 24, 719
79, 293.71, 153.659, 25, 737
80, 318.46, 162.53, 42, 729
81, 401.96, 201.558, 35, 936
82, 371.94, 191.608, 37, 856
83, 257.54, 143.421, 26, 658
84, 376.49, 192.683, 41, 927
85, 261.05, 137.978, 18, 724
86, 372.85, 195.393, 45, 884
87, 368.37, 190.938, 38, 887
88, 344.18, 180.028, 56, 771
89, 222.94, 128.041, 28, 598
90, 235.99, 118.511, 38, 587
91, 276.8, 151.939, 21, 693
92, 325.71, 163.246, 46, 779
93, 240.65, 124.776, 13, 554
94, 358.25, 182.713, 39, 816
95, 425.49, 213.756, 57, 987
96, 325.32, 160.267, 34, 700
97, 301.66, 159.62, 33, 752
98, 272.33, 157.697, 28, 805
99, 342.85, 176.622, 31, 866
100, 295.16, 158.331, 21, 734
101, 326.86, 175.937, 26, 931
102, 310.24, 164.152, 46, 739
103, 294.12, 148.944, 37, 726
104, 242.09, 124.826, 44, 608
105, 357.8, 187.792, 30, 876
106, 310.67, 167.818, 45, 705
107, 294.26, 152.011, 36, 697
108, 384.11, 192.97, 36, 954
109, 338.4, 178.544, 41, 749
110, 371.05, 195.188, 59, 1071
111, 284.25, 151.571, 34, 633
112, 330.37, 167.742, 51, 723
113, 317.84, 165.767, 34, 748
114, 294.8, 147.8, 34, 719
115, 315.75, 164.728, 31, 724
116, 401.22, 202.735, 45, 980
117, 326.35, 171.456, 36, 839
118, 323.72, 166.719, 47, 848
119, 378.6, 191.463, 52, 946
120, 340.84, 174.278, 26, 742
121, 349.56, 173.685, 35, 716
122, 280.47, 149.834, 40, 781
123, 351.14, 183.235, 47, 889
124, 398.65, 202.648, 40, 953
125, 335.7, 175.311, 41, 865
126, 295.3, 155.248, 43, 719
127, 353.46, 178.751, 49, 908
128, 356.01, 183.032, 49, 871
129, 285.88, 152.773, 32, 784
130, 326.17, 168.947, 28, 845
131, 272.83, 146.407, 37, 674
132, 284.47, 157.684, 23, 698
133, 322.45, 166.254, 23, 773
134, 363.74, 187.422, 51, 950
135, 317.7, 167.607, 37, 838
136, 319.74, 167.449, 37, 799
137, 342.11, 173.746, 41, 763
138, 347.53, 179.212, 35, 808
139, 371.35, 188.262, 48, 920
140, 290.93, 137.281, 31, 629
141, 360.36, 181.838, 39, 833
142, 331.93, 172.352, 35, 770
143, 376.02, 192.426, 37, 915
144, 340.1, 176.346, 27, 785
145, 328.85, 170.978, 40, 863
146, 282.75, 149.987, 25, 742
147, 313.99, 167.031, 36, 764
148, 234.96, 130.002, 25, 688
149, 260.92, 136.357, 23, 609
150, 308.42, 153.909, 33, 681
151, 397.64, 200.305, 53, 908
152, 206.28, 111.788, 22, 501
153, 295.45, 164.692, 35, 865
154, 328.04, 168.032, 34, 736
155, 344.96, 187.199, 42, 856
156, 287.31, 154.52, 40, 791
157, 402.02, 204.196, 52, 1002
158, 295.96, 158.625, 41, 858
159, 334.5, 175.745, 47, 957
160, 209.32, 116.713, 24, 621
161, 265.3, 136.058, 35, 636
162, 268.13, 138.177, 25, 623
163, 298.67, 156.729, 35, 767
164, 388.14, 197.53, 44, 911
165, 320.76, 173.254, 45, 792
166, 336.69, 172.886, 33, 841
167, 310.91, 153.057, 37, 682
168, 354.39, 179.673, 51, 882
169, 324.43, 163.069, 36, 783
170, 333.6, 174.887, 39, 825
171, 327.03, 168.294, 35, 771
172, 331.73, 166.208, 45, 781
173, 380.06, 200.437, 39, 1072
174, 350.89, 187.183, 28, 885
175, 357.82, 180.392, 54, 864
176, 354.51, 180.637, 42, 882
177, 269.73, 159.073, 29, 737
178, 268.09, 148.469, 25, 805
179, 360.4, 184.41, 45, 887
180, 335.9, 167.759, 42, 793
181, 206.97, 116.863, 14, 586
182, 282.74, 146.629, 50, 810
183, 312.18, 168.092, 33, 816
184, 336.07, 169.586, 49, 800
185, 309.5, 159.028, 34, 752
186, 358.23, 189.575, 31, 844
187, 360.77, 185.129, 39, 904
188, 323.11, 170.721, 32, 716
189, 334.13, 163.373, 42, 781
190, 371.02, 192.982, 37, 961
191, 318.48, 165.935, 32, 750
192, 363.76, 184.826, 53, 821
193, 324.24, 166.648, 41, 748
194, 311.28, 156.798, 23, 720
195, 302.16, 155.288, 23, 726
196, 346.34, 176.462, 50, 831
197, 257.8, 135.556, 23, 672
198, 253.22, 133.863, 26, 637
199, 337.65, 166.626, 49, 741
200, 327.1, 166.973, 34, 777
201, 316.7, 175.644, 18, 808
202, 293.95, 148.344, 36, 667
203, 414.78, 204.829, 54, 901
204, 365.08, 182.281, 41, 832
205, 356.17, 178.507, 39, 756
206, 333.57, 174.086, 29, 777
207, 305.65, 162.247, 18, 780
208, 335.17, 179.21, 41, 889
209, 325.61, 169.049, 55, 756
210, 350.97, 177.504, 38, 792
211, 407.93, 201.668, 55, 901
212, 235.11, 123.598, 31, 556
213, 356.1, 186.006, 46, 961
214, 363.21, 188.869, 46, 923
215, 258.42, 130.259, 30, 578
216, 258.61, 145.735, 39, 662
217, 341.09, 170.691, 51, 781
218, 346.74, 174.796, 51, 799
219, 274.92, 146.752, 34, 710
220, 400.88, 205.005, 48, 991
221, 343.25, 185.748, 41, 826
222, 270.17, 147.206, 32, 639
223, 310.1, 172.332, 30, 858
224, 366.38, 182.862, 45, 875
225, 313.62, 170.089, 42, 840
226, 338.08, 174.811, 41, 811
227, 318.7, 157.364, 27, 679
228, 272.33, 144.558, 27, 717
229, 329.91, 168.68, 23, 835
230, 385.94, 195.034, 57, 872
231, 239.9, 122.453, 24, 543
232, 278.91, 159.992, 7, 769
233, 321.68, 165.446, 46, 763
234, 263.25, 143.17, 22, 626
235, 283.54, 154.591, 28, 747
236, 261.87, 130.515, 31, 572
237, 271.11, 144.325, 36, 624
238, 315.94, 169.245, 31, 719
239, 361.91, 182.286, 40, 847
240, 301, 159.818, 28, 793
241, 405.98, 210.406, 48, 1037
242, 249.65, 136.487, 34, 733
243, 333.17, 170.537, 32, 756
244, 368.64, 189.792, 49, 1008
245, 343.43, 178.904, 42, 989
246, 302.03, 156.266, 37, 729
247, 378.14, 195.12, 41, 901
248, 298.3, 155.929, 26, 719
249, 269.91, 140.031, 26, 757
250, 320.53, 159.125, 32, 715
251, 369.48, 192.826, 35, 848
252, 396.77, 199.441, 42, 962
253, 295.61, 147.91, 39, 724
254, 268.92, 141.828, 36, 799
255, 388.2, 198.981, 58, 1051
256, 293.9, 151.628, 40, 683
257, 331.59, 162.591, 43, 795
258, 316.29, 157.673, 43, 739
259, 379.11, 194.186, 54, 904
260, 300.07, 154.288, 39, 722
261, 297.57, 162.276, 41, 747
262, 356.72, 175.472, 59, 831
263, 414.78, 212.011, 35, 923
264, 305.96, 167.213, 35, 744
265, 329.51, 173.192, 33, 763
266, 390.25, 191.765, 53, 947
267, 259.46, 146.545, 45, 796
268, 311.4, 165.12, 36, 859
269, 303.61, 169.973, 25, 763
270, 359.88, 186.144, 51, 898
