point, mean, stddev, min, max
0, 654.68, 619.091, 13, 2985
1, 653.17, 618.32, 13, 2961
2, 667.23, 621.809, 16, 3018
3, 639.43, 611.22, 10, 2970
4, 664.43, 620.116, 14, 3011
5, 653.26, 619.381, 13, 2994
6, 667.87, 622.381, 13, 3008
7, 640.02, 614.267, 13, 2974
8, 667.29, 623.267, 11, 2996
9, 672.62, 622.019, 16, 2993
10, 647.11, 616.551, 14, 3002
11, 657.47, 620.185, 9, 2996
12, 652.35, 618.721, 13, 2976
13, 663.95, 621.153, 11, 2994
14, 658.27, 619.611, 10, 2994
15, 659.62, 618.81, 18, 2980
16, 676.45, 623.827, 14, 3033
17, 659.74, 619.616, 11, 2972
18, 652.15, 618.319, 11, 2983
19, 652.22, 620.457, 10, 3000
20, 663.44, 621.226, 14, 2980
21, 672.79, 623.192, 17, 3013
22, 654.17, 618.376, 11, 2995
23, 654.41, 619.05, 11, 2980
24, 671.27, 623.924, 19, 3031
25, 659.31, 621.568, 13, 2997
26, 666.65, 622.222, 15, 3010
27, 649.52, 617.31, 16, 2986
28, 666.54, 624.146, 18, 3014
29, 656.45, 617.575, 17, 2969
30, 664.42, 620.422, 17, 2975
31, 671.31, 622.385, 12, 3009
32, 656.79, 619.82, 16, 3000
33, 658.68, 618.478, 7, 2988
34, 665.51, 622.631, 13, 3032
35, 667.75, 621.676, 15, 3002
36, 655.13, 617.928, 15, 2974
37, 660.39, 617.998, 17, 2986
38, 662.8, 621.775, 16, 3001
39, 668.35, 619.38, 16, 2977
40, 666.91, 621.36, 10, 2997
41, 650.89, 619.498, 14, 3007
42, 672.64, 622.227, 18, 2990
43, 653.68, 616.704, 10, 2992
44, 649.74, 618.824, 6, 2996
45, 647.99, 618.042, 6, 2986
46, 675.26, 624.702, 15, 3032
47, 649.19, 615.799, 16, 2982
48, 673.67, 623.634, 18, 3018
49, 668.17, 623, 14, 3018
50, 677.93, 626.312, 12, 3024
51, 656.26, 618.772, 10, 2991
52, 663.62, 619.412, 8, 2997
53, 664.4, 623.107, 15, 3025
54, 664.03, 621.567, 17, 3004
55, 645.82, 617.704, 8, 2988
56, 674.51, 625.629, 16, 3015
57, 663.66, 622.138, 12, 3017
58, 661.21, 623.338, 13, 2987
59, 665.01, 622.603, 12, 2999
60, 670.2, 624.08, 16, 3013
61, 648.62, 617.357, 13, 2954
62, 663.17, 620.805, 11, 2992
63, 661.33, 621.237, 10, 2999
64, 649.84, 617.93, 6, 2986
