point, mean, stddev, min, max
0, 33284.8, 22863.5, 2550, 112961
1, 30188.6, 21224.1, 2717, 89713
2, 28547.9, 19711.2, 2446, 90839
3, 30085.9, 20008.6, 3064, 82445
4, 28349.4, 19493.4, 1972, 81779
5, 28792.3, 20140.4, 1540, 94582
6, 28829.5, 20719.2, 2267, 98085
7, 29156.6, 19150.5, 1732, 83406
8, 26998.1, 18475.5, 2013, 73359
9, 30185.6, 20294.4, 2241, 108676
10, 30736.7, 20369.1, 574, 90386
11, 29772.6, 18835.1, 2235, 109347
12, 29475.8, 21741.9, 1814, 99850
13, 30120.6, 21176.1, 1467, 104727
14, 30549.9, 19911.8, 1758, 84805
15, 27661.3, 19149.2, 1723, 83924
16, 31959.8, 22003.2, 1288, 129608
17, 28554.7, 18560.4, 3950, 78130
18, 30866.2, 22088.6, 1593, 135416
19, 28259.2, 17115.4, 1175, 73846
20, 28177.7, 19237.7, 1215, 92453
21, 32758.9, 23421.9, 1889, 126249
22, 30996, 25098.7, 2523, 153220
23, 29206.3, 19322.6, 1875, 93114
24, 27515.2, 18590.6, 1622, 70259
25, 31538.8, 20639.1, 2654, 82244
26, 31864.4, 22220.2, 2341, 110024
27, 30895.3, 19185.3, 3082, 68057
28, 30559.4, 23161.4, 2426, 179275
29, 29808.1, 25856.3, 2123, 172247
30, 27931.8, 20457.3, 2901, 94442
31, 28338.6, 19988.8, 3547, 86506
32, 28695.1, 18217, 2133, 80189
33, 28614.3, 20989.7, 2271, 126202
34, 30423.4, 21624.5, 2122, 123252
35, 29288.8, 22980.6, 1856, 155043
36, 30462, 20031.9, 1891, 137696
37, 27974.1, 17422.5, 517, 81752
38, 27608.9, 20273.5, 1980, 88777
39, 31562.8, 22732.2, 2088, 146059
40, 29909.6, 22442, 1577, 138111
41, 30024.4, 19045.8, 2710, 85923
42, 29580.8, 17571, 906, 67105
43, 29823.8, 21716.9, 2341, 123534
44, 27736.6, 19377.3, 1662, 79315
45, 31528.5, 21526.1, 1867, 115107
46, 29074.9, 19472.2, 2438, 101614
47, 28583.3, 20706, 2416, 101824
48, 30743.2, 19941.8, 3185, 101198
49, 29793.3, 20146.1, 2413, 98227
50, 30874, 20933.7, 2019, 90932
51, 26847.7, 16919, 1965, 64387
52, 31138.8, 21280, 2440, 98874
53, 28422.6, 18905.1, 1248, 74010
54, 30289.3, 20871.2, 1123, 115633
55, 29664.9, 26841.8, 2079, 188832
56, 30442.1, 22259.5, 1480, 131987
57, 30367.1, 25112.9, 1625, 152679
58, 32953.3, 28432.3, 2122, 157895
59, 28898.8, 20387.3, 2281, 95265
60, 29157.3, 23161.7, 1910, 138371
61, 31055.8, 19427.7, 2510, 76981
62, 27646.1, 19798.3, 2233, 100384
63, 29006.1, 20001.5, 2139, 89888
64, 29695.1, 19371.4, 2095, 83229
65, 29318.8, 24515.2, 1640, 148205
66, 29683.8, 25746.9, 2412, 147047
67, 31276.6, 26920.3, 2445, 183159
68, 30297.4, 23286.6, 1337, 145927
69, 27389.1, 17592.1, 2492, 66998
70, 30166.3, 20716.4, 1143, 107968
71, 28913.2, 22577.6, 1999, 183721
72, 29116.9, 22511.5, 1585, 120310
73, 29083.9, 19689.9, 2388, 84100
74, 30217.2, 20884.8, 1964, 103976
75, 28865.7, 22714.8, 1745, 160269
76, 31958, 24443, 788, 149710
77, 29936.2, 24246.1, 2660, 168043
78, 33736.3, 28938.5, 2353, 200137
79, 33506.5, 28925.1, 1448, 166380
80, 29597, 20141, 1266, 89339
81, 28840.1, 23930.8, 2117, 150201
82, 30124.9, 25780.2, 1687, 189697
83, 29660.4, 21777.3, 1413, 102679
84, 31344.4, 22756.5, 1585, 125616
85, 28005.1, 20190.3, 1803, 121801
86, 32317.6, 23566.3, 2152, 179075
87, 29779, 19589.3, 1583, 97163
88, 30316.2, 22263.4, 1677, 114303
89, 30768.3, 18638.4, 2201, 75106
90, 31232.8, 18970, 1688, 97712
91, 29844.7, 19825.7, 1289, 98386
92, 30283.7, 22227.7, 1814, 126888
93, 30628.2, 21718.7, 2209, 119592
94, 30669.6, 20701.9, 1721, 87138
95, 30381.1, 19965.7, 981, 88427
96, 29728.1, 22153.2, 2165, 111570
97, 26674.1, 20165.9, 1629, 104738
98, 28926, 22371.5, 1688, 116817
99, 30397.3, 20997.6, 1828, 94016
100, 28638.4, 20101.4, 1968, 107269
101, 30856.1, 21298.2, 1279, 106947
102, 28394.5, 23012.1, 2062, 112074
103, 31607.6, 25836.3, 1907, 186898
104, 28027.4, 22206.1, 1343, 107066
105, 27692.4, 21709.4, 1134, 107078
106, 30836.4, 20015.6, 1552, 95430
107, 28141.1, 23264.7, 521, 136387
108, 30072.5, 24233.1, 2095, 163224
109, 27604.5, 19600.4, 1812, 95863
110, 30715.4, 21995, 2658, 144233
111, 31166.6, 23217.5, 2122, 136414
112, 29804.2, 20974.1, 1806, 95330
113, 34679.7, 23013.7, 2663, 125752
114, 29657.2, 19907.7, 1098, 96127
115, 30893.4, 24986.8, 2185, 164791
116, 29384.7, 21538.4, 2141, 107054
117, 28904.2, 21299.8, 2150, 108887
118, 32060.8, 28242, 1859, 183980
119, 29534.5, 20266.6, 1595, 96705
120, 33315.9, 26985.3, 1894, 174131
121, 32248.4, 19795.1, 1792, 104839
122, 27869.6, 23040.6, 1098, 159858
123, 33136.3, 22669.6, 2632, 130973
124, 30052.4, 20458.9, 2066, 84058
125, 32123.9, 21315, 3224, 92055
126, 29873.2, 21218.9, 2101, 105925
127, 34169.7, 28966, 2490, 169926
128, 30191.4, 19392.8, 1363, 83992
129, 29280.1, 23330.3, 2908, 162962
130, 28723.4, 20921.7, 1466, 106058
131, 29300.3, 17934.2, 1989, 88073
132, 29816.1, 20962.5, 2069, 117496
133, 28821.8, 19752.5, 1987, 88795
134, 29075.9, 19692.4, 1204, 88575
135, 31492.1, 19115.8, 3624, 91843
136, 30373.8, 19171.4, 1420, 81295
137, 30600.8, 24057.5, 1400, 165538
138, 29171.5, 19544.3, 1152, 83753
139, 29207.2, 21536.7, 2005, 120313
140, 30128, 20613.2, 3263, 99345
141, 31197.6, 20610.5, 1135, 101449
142, 29888, 21158.9, 1389, 123499
143, 29332.4, 19219.6, 1770, 104742
144, 31016.8, 24674.4, 1430, 178034
145, 30771.8, 25124.3, 2110, 156721
146, 30172.5, 25729.7, 1745, 130528
147, 30178.4, 22510.8, 2255, 151141
148, 26841, 19386.2, 1577, 79279
149, 32029.7, 23317.3, 1351, 128149
150, 29664.8, 20020.1, 2865, 76197
151, 28940.2, 24200.7, 1383, 123524
152, 29390.4, 20558.3, 1640, 77399
153, 29173.5, 23527.5, 1938, 159101
154, 27809, 20688.4, 1672, 104418
155, 29257, 25777, 1929, 178243
156, 32727.4, 22131.6, 1960, 115098
157, 33455.4, 27415.1, 2294, 190993
158, 32801.3, 25372.4, 2232, 162348
159, 30397.8, 20857.4, 1977, 104499
160, 28868.7, 19159.1, 2071, 98355
161, 31275.3, 19575.7, 2347, 80016
162, 32533.1, 22913.3, 1619, 140580
163, 31618.5, 21751.8, 1673, 116741
164, 30867.7, 23282.2, 1913, 140643
165, 29395.9, 18735.1, 1553, 104532
166, 28069.2, 20258.2, 1178, 90457
167, 30506.2, 20226.1, 1998, 103882
168, 31118.2, 20588.9, 3037, 92184
169, 30254, 21335.9, 1501, 96947
