point, mean, stddev, min, max
0, 2735.25, 4459.1, 14, 17202
1, 2441.08, 4097.42, 10, 24200
2, 2432.61, 3950.43, 9, 19218
3, 2447.38, 3977.64, 12, 16212
4, 2680.4, 4656.7, 6, 23235
5, 2590.85, 4385.98, 8, 20257
6, 2364.04, 3924.42, 6, 17838
7, 7836.42, 12212.3, 28, 49709
8, 3178.25, 4935.01, 16, 18179
9, 3251.89, 5469.14, 15, 32347
10, 3003.75, 4717.39, 9, 20097
11, 3014.82, 5028.89, 8, 27260
12, 4569.21, 7511.31, 35, 35546
13, 3030.58, 4652.21, 16, 19245
14, 2981.25, 4589.57, 10, 17529
15, 3266.81, 5172.16, 15, 18335
16, 3231.24, 5161.93, 15, 26963
17, 5046, 8604.58, 13, 38410
18, 2974.51, 4747.11, 8, 21526
19, 2950.74, 4528.56, 13, 16849
20, 3044.78, 4850.99, 6, 19251
21, 2832.16, 4306.34, 12, 15506
22, 7786.25, 12275.1, 18, 55376
23, 3082.81, 4983.93, 12, 21502
24, 3085.08, 4873.32, 18, 21270
25, 2950.12, 4489.7, 12, 20786
26, 3236.2, 5338.17, 20, 23855
27, 3344.02, 5755.66, 12, 32212
28, 3473.67, 6428.57, 11, 48346
29, 3214.83, 5709.19, 12, 38242
30, 4591.83, 7350.37, 15, 32993
31, 3250.42, 5181.93, 17, 27793
32, 4673.3, 7844.87, 16, 37113
33, 2977.31, 4795.69, 14, 21561
34, 3123.81, 5020.77, 14, 23348
35, 3374.24, 5821.28, 19, 38331
36, 3212.16, 5234.98, 11, 25391
37, 7705.69, 12408, 27, 54196
38, 3202.56, 5164.36, 10, 23590
39, 3174.3, 5203.49, 4, 23361
40, 3137.68, 4941.72, 13, 21379
41, 3014.86, 4639.42, 5, 18503
42, 4797.67, 8299.59, 6, 46265
43, 3075.12, 4699.99, 12, 17752
44, 3015.21, 4774.23, 11, 21866
45, 2956.61, 4588.88, 19, 17476
46, 3182.13, 5060.4, 18, 23502
47, 5113.81, 9002.76, 23, 44628
48, 3051.47, 4655.52, 12, 18975
49, 2992.13, 4653.87, 2, 20071
50, 2995.96, 4689.74, 11, 19525
51, 3233.91, 5244.01, 8, 24880
52, 7863.51, 12201.4, 42, 46839
53, 3333.54, 5553.78, 11, 28799
54, 3241.77, 5168.25, 22, 21167
55, 3780.38, 7532.84, 11, 39990
56, 2991.18, 5172.85, 9, 34105
57, 5034.24, 8663.68, 10, 40438
58, 3156.07, 5316.46, 7, 30447
59, 3286.84, 5169.64, 13, 24930
60, 3144.63, 4986.27, 12, 21668
61, 3210.1, 5277.78, 7, 22684
62, 4366.7, 6688.48, 9, 28296
63, 3261.91, 6081.58, 19, 45948
64, 3379.83, 5817, 15, 35970
65, 3557.83, 6846.09, 11, 44206
66, 3244.29, 4865.84, 8, 18213
67, 7794.76, 12156, 33, 47732
68, 3365.99, 5517.5, 9, 25696
69, 3291.85, 5431.18, 22, 25508
70, 3469.75, 5725.31, 12, 27809
71, 3166.09, 5086.14, 7, 21689
72, 5298.52, 8736, 9, 38252
73, 3054.33, 4978.48, 12, 25635
74, 3395.15, 5868.79, 11, 35265
75, 3248.75, 5318.93, 16, 21453
76, 2997.7, 4519, 18, 19857
77, 4402.39, 6548.16, 22, 30243
78, 3526.81, 6215.87, 10, 37074
79, 3081.78, 4882.78, 15, 22240
80, 2901.25, 4377.86, 14, 16981
81, 3303.04, 5488.3, 4, 29147
82, 8025.11, 12535, 33, 43546
83, 3389.4, 5993.64, 11, 38216
84, 3038.32, 4843.8, 11, 24378
85, 3210.6, 5372.18, 18, 24103
86, 3114.45, 5100.11, 12, 28686
87, 4639.6, 7697.13, 11, 44782
88, 3393.38, 5661.57, 14, 28361
89, 3180.82, 5419.76, 12, 30933
90, 3436.95, 6083.55, 9, 34298
91, 3207.82, 5111.85, 8, 22993
92, 5298.67, 9553.62, 7, 45238
93, 3312.17, 5402.62, 13, 24062
94, 3177.41, 5105.48, 5, 20669
95, 3170.01, 5041.56, 10, 23935
96, 3408.3, 5990.45, 13, 32701
97, 7705.09, 11901.2, 30, 48467
98, 3176.85, 5090.02, 15, 24561
99, 3057.17, 4792.37, 13, 19506
100, 3275.65, 5488.98, 14, 27133
101, 3139.09, 5086.59, 17, 20074
102, 5156.25, 8627.33, 14, 43582
103, 3216.48, 5210.02, 23, 22276
104, 3282.62, 5430.58, 4, 23635
105, 3135.22, 5229.6, 11, 25255
106, 3028.82, 4731.1, 16, 20347
107, 4593.36, 7846.76, 6, 38190
108, 3094.69, 5020.19, 11, 25079
