point, mean, stddev, min, max
0, 637.22, 581.754, 20, 2793
1, 630.35, 582.787, 22, 2797
2, 649.06, 586.469, 25, 2820
3, 624.3, 580.13, 21, 2794
4, 650.92, 592.784, 21, 2805
5, 635.12, 583.023, 18, 2802
6, 653.95, 590.952, 19, 2817
7, 620.58, 578.043, 13, 2789
8, 649.26, 587.161, 19, 2811
9, 653.5, 590.035, 25, 2833
10, 627.27, 581.308, 25, 2787
11, 640.51, 585.783, 13, 2818
12, 633.54, 584.031, 18, 2811
13, 647.12, 587.676, 17, 2812
14, 641.76, 586.214, 25, 2800
15, 643.9, 583.715, 27, 2813
16, 661.75, 592.025, 23, 2871
17, 641.17, 583.703, 19, 2817
18, 634.51, 581.509, 22, 2789
19, 633.51, 584.272, 18, 2785
20, 645.71, 584.635, 25, 2821
21, 653.08, 587.347, 19, 2843
22, 635.85, 584.516, 19, 2801
23, 632.26, 583, 23, 2780
24, 654.26, 583.742, 24, 2820
25, 641.52, 586.027, 19, 2799
26, 651.53, 588.86, 10, 2847
27, 637.32, 586.597, 25, 2804
28, 651.92, 591.518, 15, 2833
29, 637.99, 582.817, 20, 2794
30, 650.94, 588.184, 19, 2820
31, 655.89, 588.102, 15, 2832
32, 641.3, 585.395, 30, 2800
33, 641.09, 583.334, 21, 2794
34, 642.85, 585.397, 19, 2822
35, 650.12, 586.114, 28, 2803
36, 640.79, 583.003, 16, 2802
37, 641.99, 586.534, 30, 2824
38, 642.27, 584.754, 17, 2807
39, 648.13, 588.998, 25, 2847
40, 651.24, 589.023, 13, 2828
41, 632.42, 582.75, 24, 2780
42, 655.88, 588.791, 26, 2849
43, 638.6, 582.573, 20, 2764
44, 630.39, 583.033, 16, 2806
45, 631.58, 582.338, 20, 2795
46, 660.25, 589.487, 27, 2862
47, 630.87, 581.63, 17, 2805
48, 660.16, 588.932, 23, 2820
49, 652.37, 587.958, 24, 2825
50, 657.59, 589.754, 29, 2824
51, 638.02, 583.417, 18, 2816
52, 644.91, 583.887, 20, 2818
53, 647.07, 590.236, 31, 2837
54, 653.35, 589.949, 27, 2820
55, 624.47, 581.039, 16, 2796
56, 653.17, 591.004, 25, 2847
57, 646.74, 587.234, 18, 2814
58, 640.6, 584.096, 22, 2807
59, 647.7, 586.436, 21, 2828
60, 654.04, 589.959, 27, 2838
61, 628.62, 581.755, 14, 2780
62, 643.09, 584.127, 23, 2807
63, 646.83, 589.571, 27, 2803
64, 633.03, 580.969, 19, 2788
65, 646.98, 587.875, 23, 2824
66, 638.85, 586.67, 14, 2782
67, 646.06, 589.025, 14, 2811
68, 629.19, 582.084, 24, 2772
69, 632.13, 581.368, 20, 2786
70, 649.42, 586, 11, 2828
71, 648.64, 584.617, 30, 2812
72, 639.91, 586.465, 23, 2830
73, 649.43, 586.402, 20, 2812
74, 666.99, 591.493, 20, 2828
75, 644.87, 585.98, 29, 2802
76, 652.74, 586.519, 19, 2804
77, 644.03, 587.731, 22, 2831
78, 656.31, 600.772, 18, 2844
79, 648.08, 589.397, 16, 2815
80, 638.06, 582.594, 20, 2774
81, 639.11, 586.064, 20, 2817
82, 641.62, 584.479, 22, 2786
83, 638.68, 582.845, 24, 2818
84, 628.94, 582.939, 22, 2773
85, 649.02, 586.784, 25, 2804
86, 644.11, 583.451, 19, 2784
87, 649.78, 587.146, 20, 2840
88, 629.69, 581.782, 17, 2784
89, 640.95, 585.704, 18, 2819
90, 634.67, 583.808, 18, 2792
91, 629.91, 582.14, 21, 2786
92, 641.49, 586.302, 21, 2815
93, 640.76, 582.246, 20, 2796
94, 621.13, 583.307, 14, 2784
95, 650.45, 587.694, 23, 2821
96, 653.97, 592.735, 25, 2816
97, 640.72, 586.3, 22, 2778
