point, mean, stddev, min, max
0, 941.45, 645.189, 174, 3359
1, 798.8, 504.433, 137, 2526
2, 803.4, 521.416, 181, 2895
3, 844.07, 583.567, 125, 3081
4, 838.83, 565.371, 198, 2884
5, 785.05, 543.031, 159, 2589
6, 848.93, 562.828, 132, 2441
7, 846.68, 635.748, 136, 3039
8, 803.67, 599.89, 132, 3742
9, 800.37, 569.615, 116, 3000
10, 823.94, 574.532, 99, 3090
11, 811.25, 558.644, 72, 2821
12, 776.44, 535.163, 122, 2341
13, 778.16, 509.521, 148, 2526
14, 805.53, 550.423, 94, 2821
15, 819.27, 562.874, 135, 2656
16, 821.53, 547.064, 177, 2823
17, 801.48, 563.653, 106, 3061
18, 799.51, 569.778, 95, 2872
19, 787.96, 544.137, 125, 3101
20, 786.4, 501.104, 76, 2695
21, 818.88, 544.388, 166, 2755
22, 817.23, 543.133, 133, 2688
23, 829.77, 548.366, 130, 2597
24, 786.83, 553.382, 139, 2583
25, 781.3, 530.846, 140, 2509
26, 786.37, 519.929, 160, 2734
27, 786.46, 572.919, 165, 3028
28, 808.91, 505.595, 145, 2300
29, 802.06, 579.284, 173, 3182
30, 803.68, 545.766, 127, 2708
31, 806.19, 545.287, 107, 3141
32, 767.57, 516.298, 159, 2338
33, 793.24, 535.171, 145, 2573
34, 793.28, 511.808, 171, 2917
35, 818.71, 572.169, 76, 3310
36, 818.21, 560.065, 145, 2920
37, 806.65, 555.195, 144, 2721
38, 806.11, 531.032, 150, 2570
39, 773.66, 515.353, 157, 2365
40, 812.16, 548.934, 137, 3196
41, 811.62, 560.308, 149, 2516
42, 775.36, 520.057, 156, 2442
43, 802.1, 520.54, 171, 2301
44, 787.64, 518.064, 147, 2491
45, 820.25, 546.438, 73, 2713
46, 787.49, 572.568, 142, 3257
47, 779.88, 480.201, 141, 2399
48, 827.52, 572.165, 151, 2973
49, 798.47, 561.079, 138, 2840
50, 763.93, 493.697, 142, 2294
51, 819.39, 550.562, 208, 3047
52, 794.33, 537.604, 162, 2732
53, 820.42, 542.716, 201, 2739
54, 803.75, 539.268, 192, 2559
55, 801.98, 524.904, 161, 2522
56, 827.11, 586.192, 78, 3045
57, 827.14, 628.671, 168, 3531
58, 797.72, 546.18, 105, 3202
59, 797.06, 540.005, 119, 2589
60, 805.16, 570.022, 195, 2910
61, 826.74, 543.658, 179, 2684
62, 820.1, 527.249, 178, 2814
63, 800.86, 582.475, 133, 3042
64, 790.44, 515.137, 103, 2595
65, 795.04, 538.261, 111, 2463
66, 795, 519.675, 166, 2431
67, 816.07, 546.569, 103, 2564
68, 842.44, 549.372, 136, 2280
69, 802.95, 552.128, 175, 2508
70, 830.04, 553.28, 75, 2831
71, 850.77, 566.304, 200, 2908
72, 827.05, 581.637, 139, 3515
73, 828.72, 559.76, 159, 2865
74, 793.41, 509.865, 126, 2389
75, 829.62, 585.686, 143, 2938
76, 834.71, 608.664, 178, 3876
77, 763.6, 484.157, 129, 2428
78, 830.59, 543.855, 168, 2888
79, 791.64, 528.386, 190, 2724
80, 826.15, 574.215, 101, 3088
81, 856.71, 559.931, 150, 2775
82, 803.6, 546.863, 137, 3175
83, 841.68, 681.58, 114, 4669
84, 816.8, 625.656, 181, 3824
85, 799.44, 541.242, 139, 2645
86, 827.61, 570.674, 107, 3231
87, 809.36, 540.613, 195, 2742
88, 794.3, 562.577, 115, 2993
89, 839.2, 584.974, 103, 2842
90, 822.49, 566.463, 172, 2806
91, 802.21, 533.513, 147, 2723
92, 857.5, 620.423, 158, 3122
93, 803.43, 515.709, 216, 2587
94, 819.34, 593.747, 112, 3649
95, 824.62, 555.726, 137, 2594
96, 820.39, 538.275, 195, 2749
97, 838.91, 581.427, 151, 2867
98, 804.68, 540.522, 176, 2925
99, 818.43, 583.868, 180, 2847
100, 821.57, 572.526, 184, 2999
101, 809.38, 552.973, 176, 2990
102, 841.27, 581.012, 145, 2736
103, 832.76, 569.289, 123, 2524
104, 816.19, 532.116, 167, 2549
105, 796.31, 522.487, 184, 2519
106, 806.07, 554.17, 100, 3354
107, 815.25, 545.297, 163, 2846
108, 816, 544.945, 199, 2508
109, 813.31, 566.382, 121, 2887
110, 818.31, 534.665, 211, 2532
111, 814.16, 516.644, 138, 2529
112, 849.88, 614.386, 139, 3893
113, 815.17, 550.242, 92, 2697
114, 818.4, 560.809, 100, 2872
115, 839.92, 575.784, 135, 2943
116, 787.71, 538.756, 106, 2904
117, 786.05, 511.016, 82, 2555
118, 849.65, 625.009, 166, 3903
119, 822.1, 584.491, 145, 3329
120, 808.26, 532.554, 169, 2868
121, 813.76, 546.296, 165, 2929
122, 812.05, 545.746, 159, 2669
123, 815.87, 584.68, 113, 3138
124, 859.93, 611.402, 177, 3320
125, 819.35, 560.349, 143, 2612
126, 803.56, 571.762, 138, 2652
127, 795.4, 512.24, 196, 2479
128, 807, 573.812, 155, 3224
129, 841.9, 580.586, 129, 2659
130, 825.99, 565.31, 145, 2631
131, 838.28, 539.541, 143, 2125
132, 849.89, 581.615, 62, 2910
133, 816.3, 593.054, 144, 3360
134, 805.19, 600.447, 117, 3849
135, 822.49, 568.338, 114, 2910
136, 799.37, 556.792, 151, 2608
137, 805.61, 553.459, 100, 3266
138, 820.28, 551.905, 157, 2689
139, 836.35, 597.894, 182, 3293
140, 816.56, 599.268, 191, 3314
141, 878.59, 636.834, 156, 3256
142, 795.63, 532.541, 78, 2636
143, 821.37, 538.975, 224, 2716
144, 787.85, 522.177, 184, 2522
145, 813.21, 519.381, 203, 2427
146, 814.59, 562.768, 142, 2703
147, 829.65, 544.834, 200, 2838
148, 822.29, 570.943, 159, 3646
149, 804.33, 528.484, 110, 2487
150, 809.8, 544.029, 160, 2386
151, 819.33, 566.08, 163, 2596
152, 811.72, 543.075, 83, 2958
153, 828.49, 570.623, 168, 2555
154, 879.94, 593.91, 128, 2996
155, 831.05, 598.776, 153, 3482
156, 805.37, 537.824, 51, 2434
157, 803.47, 539.605, 129, 2709
158, 823.34, 552.508, 206, 2993
159, 815.79, 525.098, 142, 2525
160, 815.8, 541.278, 168, 2329
161, 796.09, 512.601, 176, 2454
162, 807.01, 547.208, 148, 2492
163, 821.78, 569.511, 172, 2849
164, 819.67, 560.844, 127, 2639
165, 831.79, 586.256, 162, 3147
166, 811.51, 520.785, 104, 2623
167, 829.66, 610.337, 168, 3926
168, 864.92, 574.313, 174, 3362
169, 827.08, 520.553, 209, 2620
170, 817.65, 546.518, 162, 3436
171, 832.82, 551.518, 150, 2547
172, 849.78, 567.211, 206, 2994
173, 819.82, 533.461, 155, 2669
174, 809.93, 508.896, 209, 2289
175, 796.66, 520.5, 102, 2932
176, 808.65, 530.646, 140, 2633
177, 851.01, 584.792, 172, 2891
178, 835.54, 594.096, 116, 3370
179, 809.58, 515.147, 192, 2651
180, 794.72, 551.957, 108, 2780
181, 790.21, 513.671, 167, 2219
182, 811.11, 528.553, 168, 2868
183, 795.82, 525.098, 110, 2757
184, 825.71, 602.258, 178, 3643
185, 818.63, 548.618, 136, 3005
186, 833.48, 566.019, 170, 2609
187, 832.03, 597.538, 189, 2939
188, 824.58, 567.569, 118, 2637
189, 837.91, 603.218, 186, 2885
190, 826.24, 549.156, 146, 2423
191, 810.83, 521.238, 144, 2433
