point, mean, stddev, min, max
0, 638835, 587118, 6615, 2.84735e+06
1, 405238, 377069, 4353, 1.83513e+06
2, 1.29308e+06, 1.19843e+06, 14266, 5.92875e+06
3, 1.02366e+06, 951210, 11113, 4.7774e+06
4, 484135, 442765, 5195, 2.1355e+06
5, 491102, 454554, 5196, 2.19529e+06
6, 1.07589e+06, 995264, 10745, 4.94771e+06
7, 1.28381e+06, 1.19165e+06, 12613, 5.95002e+06
8, 1.54388e+06, 1.43978e+06, 17175, 7.38087e+06
9, 1.0922e+06, 1.01051e+06, 10447, 4.98954e+06
10, 370292, 341227, 4143, 1.671e+06
11, 337319, 319050, 3218, 1.7872e+06
12, 0, 0, 0, 1.17549e-38
13, 785706, 721929, 7973, 3.55412e+06
14, 387633, 357636, 4162, 1.77203e+06
15, 1.32126e+06, 1.22305e+06, 14362, 6.01971e+06
16, 776503, 711466, 6355, 3.37788e+06
17, 723747, 670387, 7813, 3.33781e+06
18, 944785, 874682, 9950, 4.33102e+06
19, 1.31628e+06, 1.22945e+06, 13331, 6.23867e+06
20, 751448, 693726, 8324, 3.43016e+06
21, 2.31304e+06, 2.14147e+06, 25076, 1.06647e+07
22, 619258, 574087, 6296, 2.86962e+06
23, 362375, 335774, 3588, 1.67615e+06
24, 851676, 790816, 10433, 4.01185e+06
25, 879581, 814518, 9451, 4.06296e+06
26, 1.04597e+06, 964883, 11083, 4.78211e+06
27, 1.28458e+06, 1.18478e+06, 12783, 5.90304e+06
28, 975367, 900216, 10825, 4.51075e+06
29, 679365, 631215, 7001, 3.07338e+06
30, 336155, 310105, 3722, 1.53507e+06
31, 1724.82, 1637.2, 2, 7610
32, 1.39148e+06, 1.28866e+06, 14922, 6.42328e+06
33, 467064, 433113, 6563, 2.12221e+06
34, 656572, 609510, 6614, 3.13325e+06
35, 561863, 522077, 5900, 2.69427e+06
36, 735958, 677055, 7751, 3.30409e+06
37, 725738, 672660, 7848, 3.37358e+06
38, 805619, 741772, 9281, 3.66151e+06
39, 498439, 463745, 5660, 2.35334e+06
40, 906592, 837660, 10553, 4.18474e+06
41, 1.19846e+06, 1.10625e+06, 12917, 5.4868e+06
42, 206380, 189100, 1978, 923074
43, 257421, 237632, 2809, 1.16973e+06
44, 467396, 429961, 4747, 2.12969e+06
45, 570374, 526871, 6511, 2.63797e+06
46, 1.18653e+06, 1.09851e+06, 12272, 5.46979e+06
47, 1.09063e+06, 1.00707e+06, 11524, 4.97851e+06
48, 528222, 486416, 5813, 2.39206e+06
49, 995769, 921560, 10567, 4.63331e+06
50, 1.33332e+06, 1.23506e+06, 14230, 6.14569e+06
51, 1.46981e+06, 1.36233e+06, 15036, 6.79552e+06
52, 981397, 906736, 10216, 4.4574e+06
53, 237086, 216106, 3135, 1.04371e+06
54, 1.07268e+06, 989775, 11083, 4.90616e+06
55, 53754, 47918.9, 790, 236238
56, 42594.2, 39367.6, 535, 195257
57, 1.08686e+06, 1.00656e+06, 11334, 5.03948e+06
58, 313244, 289563, 3785, 1.41348e+06
59, 1.26421e+06, 1.18878e+06, 12906, 5.94709e+06
60, 1.17481e+06, 1.09378e+06, 13780, 5.53278e+06
61, 1.17395e+06, 1.08687e+06, 12366, 5.39976e+06
62, 2.07624e+06, 1.9275e+06, 21822, 9.70647e+06
63, 1.37015e+06, 1.26639e+06, 14891, 6.2417e+06
64, 1.17395e+06, 1.08687e+06, 12366, 5.39976e+06
65, 1.68398e+06, 1.56185e+06, 18141, 7.79614e+06
66, 764257, 710105, 8732, 3.57387e+06
67, 553902, 510596, 6437, 2.55966e+06
68, 1.26926e+06, 1.17424e+06, 13233, 5.82587e+06
69, 634239, 588828, 8342, 2.99372e+06
70, 429234, 394519, 5311, 1.95937e+06
71, 189105, 171819, 2970, 818841
72, 1.30863e+06, 1.20983e+06, 14165, 6.03866e+06
73, 1.09574e+06, 1.01791e+06, 11746, 5.01335e+06
74, 709996, 665612, 8175, 3.23665e+06
75, 1.0297e+06, 954169, 10896, 4.76644e+06
76, 323998, 301154, 3173, 1.56361e+06
77, 1.10744e+06, 1.02589e+06, 11978, 5.13158e+06
78, 450832, 420822, 4939, 2.17448e+06
79, 1.05789e+06, 981251, 10829, 4.85499e+06
80, 1.05998e+06, 983197, 10845, 4.86498e+06
81, 984888, 911378, 10703, 4.57769e+06
82, 1.32291e+06, 1.22352e+06, 13886, 6.07121e+06
83, 1.75768e+06, 1.62823e+06, 18965, 8.10996e+06
84, 575410, 531282, 6460, 2.59495e+06
