point, mean, stddev, min, max
0, 549.63, 551.844, 21, 3633
1, 546.9, 551.013, 21, 3651
2, 563.94, 555.904, 19, 3702
3, 533.73, 550.793, 21, 3653
4, 561.29, 553.54, 10, 3682
5, 549.12, 552.625, 19, 3655
6, 559.95, 552.822, 19, 3666
7, 534.01, 550.142, 11, 3649
8, 565.19, 567.362, 20, 3676
9, 575.17, 582.792, 20, 3684
10, 542.23, 549.888, 11, 3628
11, 548.6, 550.404, 23, 3642
12, 549.91, 553.937, 14, 3658
13, 557.78, 555.949, 21, 3673
14, 554.76, 553.492, 21, 3656
15, 552.25, 550.524, 23, 3642
16, 570.78, 555.297, 25, 3660
17, 553.72, 553.034, 20, 3663
18, 545.72, 551.121, 15, 3651
19, 546.2, 550.169, 23, 3627
20, 561.49, 555.082, 23, 3674
21, 566.41, 557.691, 20, 3686
22, 545.53, 552.413, 22, 3656
23, 547.54, 551.727, 26, 3642
24, 566.03, 555.422, 23, 3670
25, 556.05, 554.33, 26, 3659
26, 558.58, 554.014, 19, 3658
27, 543.69, 552.663, 14, 3653
28, 563.42, 554.632, 22, 3677
29, 552.78, 552.96, 10, 3674
30, 560.89, 554.048, 19, 3658
31, 563.01, 555.328, 16, 3676
32, 549.27, 552.845, 12, 3671
33, 553.23, 553.285, 18, 3682
34, 561.13, 554.955, 17, 3676
35, 561.76, 557.382, 10, 3683
36, 550.56, 553.867, 15, 3646
37, 554.38, 554.723, 17, 3677
38, 556.25, 554.166, 14, 3668
39, 557.81, 553.941, 19, 3682
40, 559.88, 554.258, 19, 3664
41, 543.99, 550.456, 17, 3647
42, 567.63, 557.789, 20, 3678
43, 552.58, 551.25, 19, 3669
44, 547.58, 554.525, 13, 3675
45, 543.53, 551.187, 15, 3670
46, 571.83, 556.143, 17, 3673
47, 546, 553.096, 19, 3660
48, 569.8, 557.095, 19, 3680
49, 563.27, 555.218, 16, 3671
50, 569.99, 557.439, 18, 3685
51, 549.93, 551.343, 19, 3646
52, 559.96, 554.9, 19, 3675
53, 559.66, 556.234, 20, 3675
54, 563.44, 566.894, 20, 3687
55, 539.41, 547.603, 19, 3640
56, 571.4, 578.705, 21, 3687
57, 561.41, 556.301, 14, 3682
58, 552, 550.891, 21, 3651
59, 560.28, 554.362, 18, 3677
60, 560.92, 553.772, 16, 3676
61, 542.7, 550.682, 21, 3656
62, 561.29, 554.189, 24, 3664
63, 554.1, 553.788, 18, 3664
64, 544.2, 550.772, 5, 3654
65, 556.1, 552.233, 12, 3663
66, 546.91, 552.344, 14, 3668
67, 555.36, 556.302, 23, 3689
68, 541.26, 549.199, 18, 3659
69, 543.6, 551.902, 14, 3655
70, 562.27, 553.367, 20, 3661
71, 556.98, 554.723, 16, 3676
72, 552.16, 550.438, 17, 3664
73, 561.22, 555.124, 20, 3688
74, 578.87, 557.879, 19, 3689
75, 558.88, 555.96, 18, 3661
76, 567.7, 558.02, 20, 3696
77, 555.76, 554.85, 17, 3679
78, 564.71, 556.304, 24, 3687
79, 559.12, 553.919, 22, 3666
80, 551.82, 553.832, 21, 3671
81, 551.03, 552.111, 21, 3641
82, 557.6, 554.824, 25, 3711
83, 552.7, 551.255, 19, 3646
84, 543.61, 550.091, 22, 3636
85, 559.04, 551.818, 21, 3665
86, 550.33, 553.099, 23, 3664
87, 562.9, 556.228, 19, 3694
88, 541.55, 551.306, 21, 3652
89, 553.29, 550.999, 21, 3633
90, 548.23, 550.632, 23, 3653
91, 542.64, 551.048, 13, 3653
92, 556.07, 553.879, 19, 3654
93, 554.23, 553.926, 19, 3668
94, 537.75, 545.459, 15, 3642
95, 561.23, 555.592, 19, 3684
96, 564.33, 556.472, 28, 3680
97, 552.09, 554.605, 24, 3681
98, 555.96, 553.654, 22, 3647
99, 568.79, 557.941, 23, 3689
100, 566.02, 555.627, 17, 3683
101, 557.75, 556.852, 17, 3688
102, 551.48, 551.549, 23, 3630
103, 563.51, 554.507, 20, 3681
104, 553.12, 553.018, 22, 3634
105, 553.64, 557.241, 14, 3687
106, 541.28, 551.039, 17, 3645
107, 544.92, 548.574, 20, 3618
108, 542.25, 549.723, 15, 3636
109, 545.94, 553.543, 21, 3658
110, 542.81, 551.561, 15, 3627
111, 564.32, 557.21, 20, 3684
112, 552.13, 556.307, 23, 3681
113, 566.09, 555.679, 23, 3689
114, 565.08, 555.985, 21, 3705
115, 573.93, 558.923, 24, 3710
116, 560.01, 554.399, 14, 3661
117, 551.54, 550.969, 21, 3651
118, 560.63, 555.952, 18, 3696
119, 553.2, 552.436, 18, 3652
120, 548.99, 551.162, 20, 3664
121, 552.48, 554.658, 17, 3663
122, 549.8, 548.984, 18, 3637
123, 548.32, 553.425, 16, 3651
124, 549.13, 553.789, 11, 3662
125, 546.77, 551.321, 20, 3655
126, 575.41, 560.567, 20, 3719
127, 551.92, 553.08, 12, 3648
128, 540.28, 552.07, 15, 3659
129, 555.01, 555.294, 15, 3654
130, 539.4, 553.186, 11, 3657
131, 549.57, 552.319, 22, 3664
132, 548.48, 551.985, 21, 3672
