point, mean, stddev, min, max
0, 528.75, 508.059, 10, 2334
1, 2442.9, 2109.33, 89, 9755
2, 1447.59, 1191.34, 67, 5404
3, 2142.1, 1785.56, 82, 9154
4, 1068.37, 898.516, 45, 4358
5, 2681.91, 2292.79, 100, 11204
6, 1269.09, 1059.51, 53, 4608
7, 1514.76, 1397.21, 33, 6486
8, 861.42, 837.809, 13, 3754
9, 2564.62, 2145.4, 89, 11070
10, 1361.28, 1144.27, 57, 5059
11, 2349.32, 2012.79, 97, 9682
12, 2379.16, 2029.43, 99, 9388
13, 2445.99, 2026.32, 131, 9228
14, 1817.83, 1542.76, 77, 7176
15, 2619.41, 2203.55, 130, 10657
16, 1794.79, 1529.3, 72, 7556
17, 1573.48, 1326.54, 69, 6695
18, 1470.81, 1226.74, 56, 5698
19, 683.22, 590.154, 33, 2963
20, 1770.08, 1514.22, 56, 7469
21, 2288.08, 1905.76, 102, 8886
22, 2289.43, 1966.85, 94, 10057
23, 1650.02, 1435.94, 57, 6826
24, 1856.36, 1562.84, 88, 6936
25, 1930.52, 1631.91, 70, 8061
26, 2325.69, 1914.39, 107, 9290
27, 1526.78, 1242.97, 72, 5633
28, 2096.5, 1792.58, 93, 8580
29, 1625.7, 1381.49, 53, 5982
30, 1432.56, 1180.59, 43, 5663
31, 1910.91, 1569.25, 99, 7572
32, 2373.37, 1965.82, 106, 9080
33, 2795.57, 2309.78, 127, 10900
34, 1866.04, 1519.79, 109, 6898
35, 690.02, 616.371, 16, 3088
36, 1838.02, 1617.21, 59, 7125
37, 1302.68, 1156.55, 43, 5538
38, 2279, 1944.28, 100, 8761
39, 2289.03, 1928.06, 86, 9095
40, 1642.07, 1331.96, 88, 5584
41, 1096.13, 942.03, 36, 4099
42, 1775.72, 1609.73, 28, 7746
43, 1834.44, 1580.32, 61, 7308
44, 1099.01, 979.48, 41, 4696
45, 2205.05, 1869.54, 92, 9358
46, 2890.3, 2461.01, 123, 12266
47, 2518.22, 2118.18, 118, 10271
48, 3015.97, 2566.15, 116, 11904
49, 1646.88, 1402.17, 40, 7026
50, 1647.94, 1414.57, 75, 6812
51, 1395.04, 1179.65, 47, 5488
52, 1257.48, 1086.36, 45, 4902
53, 2155.3, 1886.13, 87, 9111
54, 1920.65, 1613.62, 53, 6978
55, 2239.95, 1882.15, 98, 8730
56, 1831.26, 1501.74, 72, 7145
57, 1971.6, 1716.33, 55, 8575
58, 1884.73, 1606.26, 47, 7851
59, 1771.14, 1524.41, 75, 6667
60, 1003.74, 896.315, 35, 4152
61, 2805.44, 2416.92, 143, 11376
62, 1688.77, 1390.49, 84, 6583
63, 2126.03, 1769.26, 99, 7765
64, 1573.1, 1290.58, 75, 6130
65, 2468.94, 2089.37, 116, 10008
66, 2106.33, 1796.58, 93, 8557
67, 2152.3, 1882.62, 89, 9102
68, 1083.76, 907.552, 50, 3837
69, 2039.53, 1712.81, 107, 7812
70, 1766, 1456.31, 64, 7141
71, 2055.49, 1752.57, 66, 8005
72, 1102.17, 940.412, 55, 4681
73, 1277.24, 1151.88, 44, 4915
74, 1840.63, 1632.85, 69, 8055
75, 883.2, 832.296, 28, 5143
76, 2246.37, 1904.08, 102, 9237
77, 1502.67, 1297.31, 89, 5989
78, 2097.94, 1699, 86, 7200
79, 2266.31, 1918.47, 83, 8358
80, 1896.31, 1621.63, 46, 7585
81, 2229.68, 1929.9, 82, 9363
82, 1702.57, 1442.37, 46, 7001
83, 2087.31, 1733.82, 87, 8321
84, 2269.86, 1846.41, 121, 8484
85, 1709.78, 1440.88, 63, 7435
86, 2490.98, 2100.55, 119, 9835
87, 1349.76, 1158.4, 54, 5862
88, 2092.82, 1775.93, 87, 8224
89, 3388.67, 2929.26, 134, 14052
90, 2254.18, 1885.11, 82, 8809
91, 1886.32, 1650.32, 50, 7504
92, 2002.44, 1709.48, 62, 8897
93, 2034.07, 1733.67, 67, 8373
94, 2274.63, 1908.35, 105, 8762
95, 2176.84, 1918.54, 81, 9180
96, 1483.08, 1262.89, 78, 6036
97, 2688.98, 2312.74, 124, 10354
98, 1958.34, 1680.39, 81, 7959
99, 1570.33, 1365.25, 37, 5659
100, 2219.39, 1856.42, 116, 8869
101, 1622.49, 1466.85, 63, 7168
102, 1775.01, 1486.66, 61, 6978
103, 1921.96, 1693.26, 72, 8177
104, 2290.95, 1960.75, 109, 9461
105, 1976.24, 1624.4, 119, 7123
106, 1582.85, 1393.82, 45, 6607
107, 2427.17, 2025.55, 96, 9913
108, 2252.5, 1888.05, 101, 8031
109, 1776.03, 1556.52, 55, 8568
110, 2364.9, 1988.86, 103, 9567
111, 1659.4, 1444.84, 58, 7300
112, 1563.04, 1306.1, 44, 6094
113, 1987.57, 1746.6, 72, 8557
114, 1881.04, 1625.77, 40, 7381
115, 2751.15, 2284.77, 108, 10262
116, 2210.34, 1905.08, 101, 9196
117, 2147.12, 1845.79, 88, 9413
118, 2179.95, 1827.37, 94, 8202
119, 1988.64, 1683.13, 88, 7483
120, 2006.83, 1740.69, 43, 7980
121, 2554.38, 2118.38, 129, 10263
122, 2657.54, 2215.5, 118, 9996
123, 709.26, 719.245, 12, 5133
124, 1151.78, 965.798, 49, 4230
125, 1779.77, 1528.08, 87, 7107
126, 2123.87, 1772.09, 80, 7914
127, 1397.02, 1132.69, 62, 5409
128, 2140.46, 1878.43, 87, 9352
129, 2358.74, 2001.52, 85, 9966
130, 2241.58, 1908.84, 105, 8129
131, 1336.2, 1164.96, 44, 4967
132, 1723.77, 1419.51, 86, 6583
133, 1794.29, 1549.4, 65, 7118
134, 1966.27, 1718.01, 67, 8518
135, 1716.86, 1529.58, 42, 8293
136, 1392.32, 1235.74, 48, 6239
137, 2201.71, 1848.56, 115, 9194
138, 1657.48, 1322.73, 82, 6141
139, 2075.26, 1813, 50, 9220
140, 2994.1, 2487.2, 115, 12243
141, 1610.48, 1379.34, 62, 6509
142, 2094.11, 1825.85, 89, 8404
143, 2367.23, 1998.62, 83, 9465
144, 2071.02, 1798.43, 57, 8120
145, 1848.75, 1629.95, 61, 7518
146, 2036.5, 1755.16, 93, 8712
147, 1143.48, 1016.98, 25, 5071
148, 1664.56, 1436.88, 83, 6958
149, 1325.66, 1160.35, 82, 5864
150, 2100.42, 1755.36, 86, 7724
151, 1151.97, 1021.54, 37, 4927
152, 1856.84, 1610.13, 54, 8284
153, 2155.18, 1820.05, 106, 8348
154, 1399.44, 1219.54, 90, 5742
155, 2239.57, 1951.57, 95, 9742
156, 2011.12, 1656.17, 71, 7729
157, 1302.14, 1072.1, 61, 5470
158, 2537.39, 2163.72, 103, 9422
159, 2403.23, 2059.64, 129, 10398
160, 2111.06, 1779.73, 50, 7979
161, 4069.92, 3565.44, 152, 17612
162, 2729.58, 2351.2, 95, 10754
163, 1254.48, 1023.1, 74, 4617
164, 1257.18, 1123.99, 46, 5559
165, 3046.91, 2618.38, 99, 12767
166, 2270.66, 1904.44, 100, 9034
167, 1523.72, 1255.64, 56, 5538
168, 2764.17, 2341.35, 125, 11313
169, 2164.3, 1887.85, 94, 8567
170, 2029.69, 1665.84, 109, 7847
171, 1549.41, 1344.69, 62, 6639
172, 2250.67, 1905, 77, 9147
173, 1630.1, 1420.63, 51, 6581
174, 2438.23, 2025.64, 106, 9381
175, 2847.06, 2453.92, 128, 11802
176, 2294, 1905.36, 121, 9614
177, 1595.94, 1346.47, 58, 6333
178, 2274.35, 1960.05, 73, 9951
179, 1518.52, 1287, 45, 5972
180, 1606.23, 1402.27, 59, 7070
181, 2215.94, 1892.57, 92, 8865
182, 2335.78, 1978.05, 85, 9254
183, 2448.76, 2104.89, 77, 10032
